STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,MCCAIN_VOTES,MCCAIN_%,OTHER_VOTES,OTHER_%
RI,NEWPORT,44,005,25479,0.609,15717,0.376,645,0.015
CT,FAIRFIELD,09,001,242936,0.587,167736,0.405,3069,0.007
WY,LARAMIE,56,021,16072,0.386,24549,0.590,1004,0.024
RI,WASHINGTON,44,009,116156,0.689,49810,0.295,2667,0.016
PA,WYOMING,42,131,5985,0.455,6983,0.531,170,0.013
CT,MIDDLESEX,09,007,52983,0.607,32918,0.377,1351,0.016
CT,NEWHAVEN,09,009,233589,0.610,144650,0.378,4647,0.012
PA,LACKAWANNA,42,069,67520,0.626,39488,0.366,868,0.008
NY,ORANGE,36,071,78326,0.515,72042,0.474,1614,0.011
IL,LASALLE,17,099,27443,0.547,21872,0.436,870,0.017
PA,ELK,42,047,7290,0.511,6676,0.468,305,0.021
PA,FOREST,42,053,1038,0.425,1366,0.559,40,0.016
PA,VENANGO,42,121,9238,0.396,13718,0.589,351,0.015
OH,ERIE,39,043,23148,0.561,17432,0.423,649,0.016
OH,WOOD,39,173,34285,0.527,29648,0.456,1089,0.017
PA,CAMERON,42,023,879,0.391,1323,0.589,43,0.019
PA,PIKE,42,103,11493,0.473,12518,0.515,273,0.011
IA,MUSCATINE,19,139,10920,0.571,7929,0.415,270,0.014
PA,LYCOMING,42,081,18381,0.373,30280,0.615,576,0.012
PA,SULLIVAN,42,113,1233,0.395,1841,0.590,46,0.015
IL,BUREAU,17,011,8889,0.519,7911,0.462,313,0.018
IL,HENRY,17,073,13181,0.532,11263,0.454,341,0.014
WY,UINTA,56,041,2317,0.276,5763,0.688,303,0.036
IN,DEKALB,18,033,7175,0.418,9780,0.570,194,0.011
IN,NOBLE,18,113,7064,0.416,9673,0.570,237,0.014
NE,NANCE,31,125,549,0.322,1116,0.654,42,0.025
NY,PUTNAM,36,079,21613,0.458,25145,0.532,486,0.010
MA,DUKES,25,007,7913,0.750,2442,0.231,198,0.019
OH,LORAIN,39,093,85276,0.581,59068,0.402,2515,0.017
IA,WASHINGTON,19,183,5170,0.486,5247,0.494,209,0.020
IA,WARREN,19,181,12299,0.494,12144,0.488,437,0.018
IA,KEOKUK,19,107,2518,0.470,2712,0.506,131,0.024
IA,MADISON,19,121,3733,0.440,4579,0.540,168,0.020
IA,MAHASKA,19,123,4464,0.408,6271,0.574,197,0.018
IA,MARION,19,125,7421,0.436,9256,0.543,353,0.021
IA,POTTAWATTAMIE,19,155,20436,0.483,21237,0.502,647,0.015
IA,CASS,19,029,3211,0.437,4006,0.545,133,0.018
IA,ADAIR,19,001,1924,0.475,2060,0.508,69,0.017
OH,TRUMBULL,39,155,64145,0.600,40164,0.376,2602,0.024
PA,MERCER,42,085,26411,0.491,26565,0.494,845,0.016
OH,HENRY,39,069,6320,0.426,8239,0.555,281,0.019
IN,MARSHALL,18,099,7889,0.425,10406,0.561,255,0.014
PA,CLINTON,42,035,7097,0.480,7504,0.507,190,0.013
CA,HUMBOLDT,06,023,39692,0.623,21713,0.341,2322,0.036
IL,GRUNDY,17,063,11063,0.499,10687,0.482,421,0.019
NE,BUTLER,31,023,1190,0.310,2557,0.666,92,0.024
NE,SAUNDERS,31,155,3767,0.369,6188,0.606,257,0.025
IN,KOSCIUSKO,18,085,9236,0.306,20488,0.680,410,0.014
NE,CHEYENNE,31,033,1173,0.242,3572,0.738,94,0.019
PA,CLARION,42,031,6756,0.380,10737,0.604,273,0.015
UT,WEBER,49,057,25666,0.350,45885,0.625,1843,0.025
IN,STARKE,18,149,4778,0.505,4473,0.473,215,0.023
PA,LUZERNE,42,079,72492,0.536,61127,0.452,1556,0.011
OH,DEFIANCE,39,039,8399,0.438,10407,0.542,389,0.020
IA,LOUISA,19,115,2523,0.513,2314,0.470,83,0.017
NE,KEITH,31,101,974,0.245,2942,0.741,52,0.013
NE,LINCOLN,31,111,5046,0.310,10817,0.665,414,0.025
MA,NANTUCKET,25,019,4073,0.673,1863,0.308,116,0.019
NE,POLK,31,143,668,0.263,1822,0.717,53,0.021
NE,KIMBALL,31,105,439,0.242,1346,0.743,26,0.014
NE,MERRICK,31,121,986,0.287,2375,0.692,70,0.020
NE,HOWARD,31,093,1083,0.361,1847,0.616,66,0.022
NE,SHERMAN,31,163,585,0.372,950,0.604,37,0.024
NE,DOUGLAS,31,055,116810,0.515,106291,0.469,3600,0.016
UT,MORGAN,49,029,689,0.166,3311,0.796,161,0.039
PA,JEFFERSON,42,065,6447,0.343,12057,0.641,298,0.016
CA,TRINITY,06,105,3233,0.507,2940,0.461,201,0.032
NY,WESTCHESTER,36,119,261810,0.634,147824,0.358,3410,0.008
NJ,SUSSEX,34,037,28840,0.389,44184,0.596,1130,0.015
OH,PORTAGE,39,133,41856,0.535,34822,0.445,1528,0.020
IL,MERCER,17,131,4887,0.552,3833,0.433,128,0.014
IL,PUTNAM,17,155,1900,0.569,1378,0.413,59,0.018
NY,ROCKLAND,36,087,69543,0.526,61752,0.467,898,0.007
PA,COLUMBIA,42,037,13230,0.471,14477,0.516,356,0.013
IL,KANKAKEE,17,091,24750,0.515,22527,0.469,739,0.015
IN,WHITLEY,18,183,5862,0.386,9124,0.601,202,0.013
NY,SUFFOLK,36,103,346549,0.525,307021,0.465,6209,0.009
OH,HURON,39,077,12076,0.472,12884,0.504,622,0.024
IN,JASPER,18,073,5044,0.392,7669,0.596,162,0.013
OH,MEDINA,39,103,40924,0.452,48189,0.533,1338,0.015
IN,ALLEN,18,003,71263,0.474,77793,0.518,1268,0.008
OH,SENECA,39,147,13087,0.477,13823,0.504,539,0.020
PA,CLEARFIELD,42,033,14555,0.430,18662,0.552,596,0.018
UT,SUMMIT,49,043,9532,0.567,6956,0.414,321,0.019
PA,CENTRE,42,027,41950,0.554,32992,0.435,821,0.011
PA,MONROE,42,089,39453,0.576,28293,0.413,697,0.010
OH,PAULDING,39,125,4165,0.426,5317,0.544,287,0.029
IL,STARK,17,175,1357,0.467,1513,0.520,37,0.013
NE,DEUEL,31,049,243,0.245,732,0.737,18,0.018
IN,NEWTON,18,111,2625,0.434,3301,0.546,119,0.020
NJ,PASSAIC,34,031,113257,0.604,72552,0.387,1586,0.009
NE,SARPY,31,153,28010,0.412,38816,0.571,1196,0.018
CA,LASSEN,06,035,3586,0.315,7483,0.657,318,0.028
CA,SHASTA,06,089,28867,0.359,49588,0.617,1935,0.024
PA,NORTHUMBERLAND,42,097,14329,0.422,19018,0.560,592,0.017
IN,FULTON,18,049,3702,0.411,5147,0.572,157,0.017
NE,HAMILTON,31,081,1332,0.278,3389,0.706,78,0.016
IN,PULASKI,18,131,2466,0.413,3388,0.568,110,0.018
PA,MONTOUR,42,093,3364,0.419,4574,0.570,85,0.011
PA,BUTLER,42,019,32260,0.357,57074,0.631,1091,0.012
PA,ARMSTRONG,42,005,11138,0.370,18542,0.616,401,0.013
OH,HANCOCK,39,063,13870,0.375,22420,0.606,691,0.019
OH,PUTNAM,39,137,5281,0.283,13072,0.700,327,0.018
IA,JEFFERSON,19,101,5070,0.587,3324,0.385,237,0.028
IA,HENRY,19,087,4349,0.464,4822,0.514,206,0.022
IA,WAPELLO,19,179,8820,0.554,6663,0.418,448,0.028
IA,CLARKE,19,039,2218,0.499,2118,0.477,107,0.024
IA,LUCAS,19,117,2029,0.454,2330,0.521,112,0.025
IA,MONROE,19,135,1798,0.464,2000,0.516,75,0.019
IA,MILLS,19,129,2976,0.409,4183,0.574,123,0.017
IA,MONTGOMERY,19,137,2326,0.440,2887,0.546,74,0.014
IA,ADAMS,19,003,1118,0.507,1046,0.474,42,0.019
IA,UNION,19,175,3000,0.508,2781,0.471,128,0.022
UT,DAVIS,49,011,30477,0.275,77341,0.697,3084,0.028
IL,KNOX,17,095,14191,0.592,9419,0.393,378,0.016
PA,UNION,42,119,7333,0.421,9859,0.567,208,0.012
IL,MARSHALL,17,123,3081,0.486,3145,0.497,107,0.017
NJ,BERGEN,34,003,225367,0.543,186118,0.449,3248,0.008
OH,MAHONING,39,099,79173,0.623,45319,0.357,2540,0.020
PA,CARBON,42,025,13464,0.500,12957,0.481,502,0.019
PA,LAWRENCE,42,073,19711,0.468,21851,0.519,541,0.013
IL,LIVINGSTON,17,105,6189,0.396,9191,0.588,245,0.016
NJ,WARREN,34,041,20628,0.421,27500,0.562,811,0.017
NJ,MORRIS,34,027,112275,0.455,132331,0.536,2310,0.009
UT,TOOELE,49,045,5830,0.336,10998,0.634,509,0.029
IA,DESMOINES,19,057,12462,0.606,7721,0.375,387,0.019
IL,HENDERSON,17,071,2215,0.581,1541,0.404,58,0.015
IL,WARREN,17,187,4286,0.534,3637,0.453,106,0.013
OH,ASHLAND,39,005,9300,0.370,15158,0.602,710,0.028
NE,CASS,31,025,4753,0.392,7120,0.587,249,0.020
NE,YORK,31,185,1607,0.245,4848,0.738,113,0.017
NE,HALL,31,079,7855,0.369,12977,0.610,439,0.021
NE,DAWSON,31,047,2399,0.300,5460,0.684,127,0.016
NE,BUFFALO,31,019,5867,0.304,13097,0.679,329,0.017
NE,SEWARD,31,159,2703,0.359,4647,0.617,179,0.024
NE,LANCASTER,31,109,65734,0.516,59398,0.466,2358,0.019
IN,WABASH,18,169,5456,0.393,8238,0.594,177,0.013
IL,IROQUOIS,17,075,4643,0.341,8695,0.640,258,0.019
IN,HUNTINGTON,18,069,5843,0.358,10291,0.630,194,0.012
CO,WELD,08,123,47292,0.447,56526,0.534,2048,0.019
NE,PERKINS,31,135,310,0.218,1092,0.769,18,0.013
CO,ROUTT,08,107,8270,0.627,4725,0.358,204,0.016
CO,JACKSON,08,057,277,0.303,624,0.684,12,0.013
CO,MOFFAT,08,081,1582,0.270,4135,0.704,154,0.026
CO,LOGAN,08,075,2846,0.317,6002,0.669,129,0.014
CO,SEDGWICK,08,115,468,0.346,857,0.634,26,0.019
UT,DAGGETT,49,009,131,0.298,297,0.677,11,0.025
NV,EUREKA,32,011,144,0.198,564,0.775,20,0.027
NV,LANDER,32,015,577,0.277,1466,0.704,38,0.018
CO,LARIMER,08,069,89822,0.540,73641,0.443,2910,0.018
IN,MIAMI,18,103,5564,0.394,8312,0.589,237,0.017
OH,CRAWFORD,39,033,8288,0.391,12316,0.582,569,0.027
IL,FORD,17,053,2227,0.349,4079,0.639,80,0.013
OH,RICHLAND,39,139,25727,0.421,34034,0.557,1361,0.022
OH,WYANDOT,39,175,4461,0.406,6270,0.571,246,0.022
OH,WAYNE,39,169,21712,0.416,29342,0.563,1088,0.021
OH,VANWERT,39,161,5178,0.353,9168,0.626,306,0.021
OH,STARK,39,151,96990,0.517,86743,0.463,3812,0.020
IL,PEORIA,17,143,45906,0.562,34579,0.423,1219,0.015
PA,NORTHAMPTON,42,095,75255,0.555,58551,0.432,1781,0.013
NV,PERSHING,32,027,673,0.374,1075,0.597,53,0.029
PA,SCHUYLKILL,42,107,28300,0.449,33767,0.535,990,0.016
OH,COLUMBIANA,39,029,21882,0.451,25585,0.528,1020,0.021
IL,WOODFORD,17,203,6999,0.359,12191,0.626,293,0.015
IN,ADAMS,18,001,4928,0.365,8404,0.622,181,0.013
OH,ALLEN,39,003,19522,0.388,29940,0.596,801,0.016
UT,SALTLAKE,49,035,176988,0.487,176692,0.486,10069,0.028
NY,BRONX,36,005,338261,0.887,41683,0.109,1378,0.004
IN,WELLS,18,179,4403,0.337,8504,0.651,166,0.013
NY,NASSAU,36,059,342185,0.538,288776,0.454,4657,0.007
IN,WHITE,18,181,4839,0.449,5731,0.532,197,0.018
IN,CASS,18,017,7011,0.448,8346,0.533,296,0.019
PA,INDIANA,42,063,17065,0.458,19727,0.529,510,0.014
NJ,ESSEX,34,013,240306,0.760,74063,0.234,1814,0.006
IA,FREMONT,19,071,1848,0.475,1989,0.511,57,0.015
IA,PAGE,19,145,2900,0.394,4351,0.592,105,0.014
IA,TAYLOR,19,173,1347,0.445,1607,0.531,72,0.024
IA,VANBUREN,19,177,1546,0.428,1986,0.550,76,0.021
IA,DAVIS,19,051,1680,0.440,2029,0.532,106,0.028
IA,RINGGOLD,19,159,1236,0.460,1401,0.521,52,0.019
IA,DECATUR,19,053,1986,0.484,2020,0.492,96,0.023
IA,WAYNE,19,185,1357,0.455,1565,0.525,58,0.019
IA,APPANOOSE,19,007,2970,0.481,3086,0.500,120,0.019
PA,SNYDER,42,109,5382,0.348,9900,0.640,197,0.013
NY,NEWYORK,36,061,572126,0.857,89906,0.135,5562,0.008
UT,UINTAH,49,047,1462,0.144,8441,0.832,248,0.024
PA,BEAVER,42,007,40499,0.479,42895,0.508,1094,0.013
PA,MIFFLIN,42,087,5375,0.326,10929,0.662,198,0.012
UT,DUCHESNE,49,013,911,0.159,4689,0.816,144,0.025
OH,HARDIN,39,065,5013,0.382,7749,0.591,352,0.027
NJ,HUDSON,34,017,154140,0.729,55360,0.262,1812,0.009
IA,LEE,19,111,9821,0.570,7062,0.410,341,0.020
NY,QUEENS,36,081,480692,0.751,155221,0.242,4224,0.007
NJ,HUNTERDON,34,019,29776,0.426,39092,0.560,981,0.014
PA,LEHIGH,42,077,87089,0.571,63382,0.416,2002,0.013
NE,OTOE,31,131,2915,0.411,4033,0.569,144,0.020
NJ,SOMERSET,34,035,79321,0.525,70085,0.464,1672,0.011
IL,MCLEAN,17,113,37689,0.497,36767,0.485,1294,0.017
CO,PHILLIPS,08,095,622,0.275,1612,0.713,26,0.012
IL,TAZEWELL,17,179,29384,0.460,33247,0.521,1223,0.019
PA,HUNTINGDON,42,061,6621,0.355,11745,0.630,266,0.014
PA,BLAIR,42,013,19813,0.373,32708,0.616,581,0.011
NY,KINGS,36,047,603525,0.794,151872,0.200,4451,0.006
IN,BENTON,18,007,1563,0.410,2183,0.572,68,0.018
NJ,UNION,34,039,141417,0.637,78768,0.355,1912,0.009
IN,CARROLL,18,015,3736,0.428,4858,0.556,142,0.016
OH,CARROLL,39,019,6423,0.460,7097,0.509,433,0.031
OH,MERCER,39,107,5853,0.275,15100,0.710,318,0.015
PA,CAMBRIA,42,021,32451,0.494,31995,0.487,1224,0.019
IL,FULTON,17,057,9732,0.596,6251,0.383,340,0.021
OH,MORROW,39,117,6177,0.371,10067,0.605,399,0.024
OH,MARION,39,101,12870,0.444,15454,0.533,693,0.024
NE,FRONTIER,31,063,349,0.249,1034,0.737,21,0.015
NE,ADAMS,31,001,4685,0.355,8252,0.625,273,0.021
NE,GOSPER,31,073,260,0.248,776,0.740,12,0.011
NE,HAYES,31,085,85,0.154,461,0.834,7,0.013
NE,CHASE,31,029,341,0.185,1477,0.801,26,0.014
NE,FILLMORE,31,059,962,0.326,1913,0.649,72,0.024
NE,SALINE,31,151,2674,0.509,2434,0.464,143,0.027
NE,CLAY,31,035,780,0.257,2177,0.718,76,0.025
PA,JUNIATA,42,067,3068,0.316,6484,0.668,159,0.016
UT,WASATCH,49,051,2892,0.339,5430,0.636,209,0.025
NE,KEARNEY,31,099,876,0.278,2224,0.706,50,0.016
OH,AUGLAIZE,39,011,6727,0.286,16395,0.698,364,0.015
NE,PHELPS,31,137,1050,0.235,3360,0.751,63,0.014
PA,WESTMORELAND,42,129,72721,0.411,102294,0.578,1858,0.011
PA,BERKS,42,011,97047,0.539,80513,0.447,2440,0.014
PA,ALLEGHENY,42,003,373153,0.573,272347,0.418,5936,0.009
OH,HOLMES,39,075,3141,0.283,7720,0.695,252,0.023
OH,TUSCARAWAS,39,157,21498,0.501,20454,0.476,998,0.023
PA,DAUPHIN,42,043,69975,0.540,58238,0.450,1316,0.010
IN,GRANT,18,053,11293,0.429,14734,0.560,272,0.010
NY,RICHMOND,36,085,79311,0.476,86062,0.517,1205,0.007
IL,HANCOCK,17,067,4141,0.437,5161,0.545,167,0.018
WV,HANCOCK,54,029,5504,0.416,7518,0.569,198,0.015
IL,MCDONOUGH,17,109,6783,0.520,6055,0.464,204,0.016
PA,PERRY,42,099,6396,0.324,13058,0.661,291,0.015
MO,CLARK,29,045,1572,0.455,1782,0.516,102,0.030
PA,BUCKS,42,017,179031,0.538,150248,0.451,3645,0.011
NJ,MIDDLESEX,34,023,193812,0.604,123695,0.385,3508,0.011
MO,SCOTLAND,29,199,793,0.378,1249,0.595,56,0.027
OH,JEFFERSON,39,081,17635,0.491,17559,0.489,745,0.021
MO,SCHUYLER,29,197,775,0.391,1139,0.574,69,0.035
MO,PUTNAM,29,171,695,0.297,1591,0.680,53,0.023
MO,ATCHISON,29,005,1000,0.336,1936,0.650,40,0.013
MO,MERCER,29,129,519,0.297,1169,0.669,60,0.034
MO,NODAWAY,29,147,4493,0.440,5568,0.545,158,0.015
UT,UTAH,49,049,29567,0.188,122224,0.777,5488,0.035
MO,HARRISON,29,081,1287,0.329,2512,0.642,116,0.030
OH,KNOX,39,083,11014,0.390,16640,0.589,577,0.020
IN,JAY,18,075,3748,0.451,4401,0.529,166,0.020
MO,WORTH,29,227,427,0.364,707,0.602,40,0.034
IN,BLACKFORD,18,009,2677,0.492,2690,0.494,74,0.014
IN,HOWARD,18,067,17871,0.463,20248,0.524,505,0.013
IN,TIPPECANOE,18,157,37781,0.552,29822,0.436,833,0.012
NE,NEMAHA,31,127,1240,0.357,2134,0.614,100,0.029
PA,LEBANON,42,075,23310,0.400,34314,0.589,673,0.011
OH,LOGAN,39,091,7936,0.357,13848,0.623,433,0.019
CO,MORGAN,08,087,3813,0.373,6272,0.613,149,0.015
NE,GAGE,31,067,4473,0.440,5435,0.535,252,0.025
NE,JOHNSON,31,097,914,0.433,1142,0.541,54,0.026
OH,UNION,39,159,8761,0.351,15744,0.632,423,0.017
IL,VERMILION,17,183,16246,0.494,16054,0.488,572,0.017
CO,GRAND,08,049,4037,0.486,4128,0.497,143,0.017
OH,SHELBY,39,149,7317,0.309,15924,0.673,427,0.018
PA,WASHINGTON,42,125,46122,0.470,50752,0.518,1173,0.012
IN,WARREN,18,171,1755,0.439,2166,0.542,77,0.019
NJ,MONMOUTH,34,025,148737,0.476,160433,0.513,3446,0.011
OH,COSHOCTON,39,031,7689,0.456,8675,0.514,499,0.030
PA,MONTGOMERY,42,091,253393,0.600,165552,0.392,3474,0.008
CA,TEHAMA,06,103,8945,0.366,14843,0.607,648,0.027
CA,PLUMAS,06,063,4715,0.428,6035,0.547,278,0.025
OH,DELAWARE,39,041,36653,0.397,54778,0.593,985,0.011
CO,YUMA,08,125,1117,0.249,3286,0.733,80,0.018
CO,WASHINGTON,08,121,529,0.211,1949,0.776,35,0.014
IL,MASON,17,125,3542,0.520,3141,0.461,125,0.018
OH,HARRISON,39,067,3683,0.473,3872,0.497,232,0.030
IN,CLINTON,18,023,5307,0.428,6919,0.558,166,0.013
NJ,MERCER,34,021,107926,0.674,50223,0.314,1890,0.012
IN,TIPTON,18,159,3250,0.415,4452,0.569,125,0.016
WV,BROOKE,54,009,4717,0.479,4961,0.503,177,0.018
IL,CHAMPAIGN,17,019,48597,0.578,33871,0.403,1675,0.020
MO,SULLIVAN,29,211,1173,0.409,1607,0.560,89,0.031
MO,GENTRY,29,075,1235,0.375,1964,0.597,93,0.028
IN,MADISON,18,095,30152,0.526,26403,0.461,785,0.014
IN,DELAWARE,18,035,28384,0.569,20916,0.420,563,0.011
IN,FOUNTAIN,18,045,3094,0.418,4158,0.561,158,0.021
OH,DARKE,39,037,7964,0.309,17290,0.670,539,0.021
NE,WEBSTER,31,181,552,0.304,1233,0.679,32,0.018
NE,FRANKLIN,31,061,442,0.285,1079,0.695,31,0.020
NE,NUCKOLLS,31,129,657,0.296,1498,0.674,66,0.030
NE,DUNDY,31,057,218,0.214,783,0.768,18,0.018
NE,FURNAS,31,065,556,0.239,1725,0.741,47,0.020
NE,THAYER,31,169,860,0.323,1749,0.658,50,0.019
NE,JEFFERSON,31,095,1520,0.411,2103,0.569,74,0.020
NE,REDWILLOW,31,145,1216,0.241,3735,0.740,93,0.018
NE,HITCHCOCK,31,087,346,0.251,1001,0.726,32,0.023
NE,HARLAN,31,083,402,0.228,1329,0.752,35,0.020
MO,ADAIR,29,001,5735,0.483,5891,0.496,245,0.021
PA,CUMBERLAND,42,041,48306,0.426,63739,0.562,1259,0.011
IL,LOGAN,17,107,5250,0.407,7429,0.576,217,0.017
PA,BEDFORD,42,009,6059,0.270,16124,0.718,260,0.012
PA,LANCASTER,42,071,99586,0.436,126568,0.555,1983,0.009
IN,RANDOLPH,18,135,4839,0.448,5788,0.536,181,0.017
MO,KNOX,29,103,759,0.375,1212,0.599,53,0.026
PA,FRANKLIN,42,055,21169,0.333,41906,0.658,566,0.009
PA,SOMERSET,42,111,12878,0.366,21686,0.617,604,0.017
IL,DEWITT,17,039,3308,0.424,4348,0.557,145,0.019
IL,SCHUYLER,17,169,1900,0.497,1833,0.480,90,0.024
IL,PIATT,17,147,3859,0.429,4991,0.555,149,0.017
OH,CHAMPAIGN,39,021,7385,0.391,11141,0.590,361,0.019
MO,GRUNDY,29,079,1580,0.333,3006,0.634,154,0.033
CO,BOULDER,08,013,124159,0.723,44904,0.261,2700,0.016
NE,PAWNEE,31,133,483,0.349,859,0.621,42,0.030
NE,RICHARDSON,31,147,1513,0.381,2342,0.590,113,0.029
MO,HOLT,29,087,802,0.305,1794,0.681,37,0.014
MO,LEWIS,29,111,1837,0.408,2594,0.576,71,0.016
PA,CHESTER,42,029,137833,0.542,114421,0.450,2100,0.008
PA,YORK,42,133,82839,0.426,109268,0.563,2103,0.011
CO,RIOBLANCO,08,103,655,0.208,2437,0.774,55,0.018
OH,GUERNSEY,39,059,7625,0.440,9197,0.531,503,0.029
IN,HAMILTON,18,057,49704,0.385,78401,0.608,959,0.007
IN,MONTGOMERY,18,107,6013,0.393,9060,0.593,212,0.014
IL,ADAMS,17,001,11794,0.383,18711,0.607,318,0.010
OH,MIAMI,39,109,18372,0.348,33417,0.633,1018,0.019
WV,OHIO,54,069,8593,0.440,10694,0.547,253,0.013
NJ,BURLINGTON,34,005,131219,0.588,89626,0.402,2329,0.010
IN,BOONE,18,011,9752,0.366,16622,0.624,273,0.010
OH,BELMONT,39,013,16302,0.503,15422,0.476,687,0.021
NJ,OCEAN,34,029,110189,0.402,160677,0.586,3432,0.013
OH,MUSKINGUM,39,119,17730,0.454,20549,0.526,792,0.020
PA,FULTON,42,057,1576,0.250,4642,0.736,88,0.014
IL,MENARD,17,129,2706,0.419,3672,0.568,86,0.013
CA,BUTTE,06,007,49013,0.498,46706,0.475,2606,0.027
IN,VERMILLION,18,165,4003,0.561,3010,0.422,122,0.017
PA,FAYETTE,42,051,25866,0.492,26081,0.496,613,0.012
PA,PHILADELPHIA,42,101,595980,0.831,117221,0.163,4128,0.006
MO,DAVIESS,29,061,1400,0.370,2263,0.598,123,0.033
MO,ANDREW,29,003,3345,0.380,5279,0.601,166,0.019
NV,WHITEPINE,32,033,1230,0.326,2440,0.647,103,0.027
IL,CASS,17,017,2690,0.497,2617,0.484,101,0.019
IL,BROWN,17,009,986,0.384,1544,0.601,39,0.015
CO,GARFIELD,08,045,11357,0.492,11359,0.492,366,0.016
IN,HENRY,18,065,10059,0.472,10896,0.511,364,0.017
PA,ADAMS,42,001,17633,0.396,26349,0.592,509,0.011
PA,DELAWARE,42,045,178870,0.602,115273,0.388,2861,0.010
IL,MACON,17,115,25487,0.498,24948,0.487,781,0.015
CO,BROOMFIELD,08,014,16168,0.549,12757,0.433,528,0.018
MO,MACON,29,121,2784,0.372,4586,0.614,104,0.014
OH,CLARK,39,023,31958,0.479,33634,0.504,1178,0.018
MO,LINN,29,115,2638,0.445,3140,0.529,153,0.026
MO,DEKALB,29,063,1692,0.361,2889,0.617,102,0.022
WV,MARSHALL,54,051,5996,0.428,7759,0.554,245,0.018
PA,GREENE,42,059,7829,0.490,7889,0.494,258,0.016
UT,JUAB,49,023,741,0.205,2683,0.742,192,0.053
IN,WAYNE,18,177,13459,0.471,14558,0.510,545,0.019
KS,CHEYENNE,20,023,323,0.216,1148,0.766,27,0.018
KS,RAWLINS,20,153,273,0.176,1247,0.805,29,0.019
CA,MENDOCINO,06,045,27843,0.696,10721,0.268,1452,0.036
KS,JEWELL,20,089,313,0.198,1231,0.777,40,0.025
KS,SMITH,20,183,446,0.202,1719,0.780,39,0.018
KS,REPUBLIC,20,157,640,0.240,1978,0.740,53,0.020
KS,WASHINGTON,20,201,659,0.221,2248,0.754,73,0.025
KS,DECATUR,20,039,343,0.222,1189,0.768,16,0.010
NV,CHURCHILL,32,001,3494,0.333,6832,0.651,168,0.016
KS,NORTON,20,137,497,0.206,1878,0.778,40,0.017
KS,PHILLIPS,20,147,525,0.197,2105,0.789,37,0.014
KS,MARSHALL,20,117,1784,0.354,3157,0.627,95,0.019
CO,ADAMS,08,001,93443,0.582,63976,0.399,3080,0.019
KS,BROWN,20,013,1317,0.301,2985,0.682,74,0.017
KS,NEMAHA,20,131,1432,0.267,3817,0.712,110,0.020
KS,DONIPHAN,20,043,1115,0.313,2372,0.665,77,0.022
NJ,CAMDEN,34,007,159259,0.676,73819,0.313,2626,0.011
IL,SANGAMON,17,167,51300,0.514,46945,0.470,1583,0.016
MO,LIVINGSTON,29,117,2435,0.372,3993,0.609,124,0.019
MO,SHELBY,29,205,1114,0.336,2166,0.653,36,0.011
IN,PARKE,18,121,2924,0.420,3909,0.561,131,0.019
OH,NOBLE,39,121,2474,0.401,3450,0.559,248,0.040
MO,MARION,29,127,4703,0.375,7705,0.614,145,0.012
IN,HANCOCK,18,059,11874,0.347,22008,0.643,371,0.011
OH,FAIRFIELD,39,045,29250,0.407,41580,0.578,1115,0.015
CO,GILPIN,08,047,1954,0.592,1253,0.380,94,0.029
OH,PERRY,39,127,7261,0.471,7721,0.501,422,0.027
IN,MARION,18,097,241987,0.638,134313,0.354,3062,0.008
CO,EAGLE,08,037,13187,0.609,8179,0.378,286,0.013
CO,SUMMIT,08,117,9802,0.658,4883,0.328,214,0.014
IN,HENDRICKS,18,063,24548,0.378,39728,0.612,679,0.011
OH,MONTGOMERY,39,113,145997,0.524,128679,0.462,3835,0.014
OH,PREBLE,39,135,6999,0.333,13562,0.646,441,0.021
CO,JEFFERSON,08,059,158153,0.536,131627,0.446,5282,0.018
CO,DENVER,08,031,204882,0.755,62567,0.230,4084,0.015
NJ,GLOUCESTER,34,015,77267,0.554,60315,0.433,1848,0.013
IL,EDGAR,17,045,3743,0.453,4398,0.533,114,0.014
IL,DOUGLAS,17,041,3228,0.386,5005,0.599,123,0.015
IL,MORGAN,17,137,7467,0.486,7591,0.494,295,0.019
OH,MONROE,39,111,3705,0.531,3066,0.439,211,0.030
IN,PUTNAM,18,133,6334,0.432,8086,0.552,226,0.015
CO,CLEARCREEK,08,019,3332,0.578,2300,0.399,135,0.023
OH,GREENE,39,057,33540,0.401,48936,0.585,1113,0.013
IL,PIKE,17,149,3024,0.397,4457,0.585,135,0.018
DE,NEWCASTLE,10,003,178768,0.697,74608,0.291,3041,0.012
IL,CHRISTIAN,17,021,6918,0.458,7872,0.521,310,0.020
MO,BUCHANAN,29,021,19164,0.491,19110,0.490,766,0.020
UT,CARBON,49,007,3468,0.446,4091,0.526,218,0.028
UT,SANPETE,49,039,1631,0.186,6664,0.760,476,0.054
OH,PICKAWAY,39,129,9077,0.383,14228,0.600,421,0.018
CA,GLENN,06,021,3734,0.378,5910,0.598,235,0.024
IL,MOULTRIE,17,139,2668,0.426,3471,0.554,121,0.019
IN,FAYETTE,18,041,4389,0.464,4917,0.520,156,0.017
IN,RUSH,18,139,3229,0.423,4271,0.560,129,0.017
IL,SCOTT,17,171,1090,0.419,1455,0.560,55,0.021
MO,CALDWELL,29,025,1814,0.398,2654,0.582,96,0.021
NJ,SALEM,34,033,16044,0.512,14816,0.472,503,0.016
CA,SIERRA,06,091,743,0.373,1158,0.582,90,0.045
