STATE,COUNTY_NAME,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,ROMNEY_VOTES,ROMNEY_%,OTHER_VOTES,OTHER_%
VA,FREDERICKSBURGCITY,51,630,7131,0.624,4060,0.355,246,0.021
VA,GALAXCITY,51,640,900,0.395,1332,0.585,45,0.020
VA,HAMPTONCITY,51,650,46966,0.706,18640,0.280,884,0.013
VA,HARRISONBURGCITY,51,660,8654,0.555,6565,0.421,374,0.024
VA,LEXINGTONCITY,51,678,1486,0.553,1146,0.426,55,0.020
VA,LYNCHBURGCITY,51,680,15948,0.438,19806,0.543,694,0.019
VA,MANASSASCITY,51,683,37,0.006,6463,0.961,222,0.033
VA,MANASSASPARKCITY,51,685,2879,0.618,1699,0.365,78,0.017
VA,MARTINSVILLECITY,51,690,3855,0.613,2312,0.368,117,0.019
VA,NEWPORTNEWSCITY,51,700,51100,0.643,27230,0.343,1114,0.014
VA,NORFOLKCITY,51,710,62687,0.720,23147,0.266,1209,0.014
VA,NORTONCITY,51,720,566,0.379,895,0.600,31,0.021
VA,PETERSBURGCITY,51,730,14283,0.898,1527,0.096,98,0.006
VA,RADFORDCITY,51,750,2732,0.506,2520,0.467,147,0.027
VA,RICHMONDCITY,51,760,75921,0.778,20050,0.205,1598,0.016
VA,ROANOKECITY,51,770,24134,0.601,14991,0.373,1030,0.026
VA,SALEMCITY,51,775,4760,0.386,7299,0.593,259,0.021
VA,STAUNTONCITY,51,790,5728,0.511,5272,0.470,210,0.019
VA,SUFFOLKCITY,51,800,24267,0.570,17820,0.419,479,0.011
VA,WAYNESBOROCITY,51,820,3840,0.437,4790,0.545,161,0.018
VA,WILLIAMSBURGCITY,51,830,4903,0.633,2682,0.346,163,0.021
VA,WINCHESTERCITY,51,840,5094,0.495,4946,0.480,256,0.025
WA,ADAMS,53,001,1540,0.321,3171,0.662,82,0.017
WA,ASOTIN,53,003,4003,0.404,5654,0.571,244,0.025
WA,BENTON,53,005,28145,0.354,49461,0.622,1953,0.025
WA,CHELAN,53,007,13112,0.407,18402,0.571,736,0.023
WA,CLARK,53,011,93382,0.489,92951,0.487,4472,0.023
WA,COLUMBIA,53,013,645,0.286,1568,0.694,46,0.020
WA,COWLITZ,53,015,22726,0.509,20746,0.465,1148,0.026
WA,DOUGLAS,53,017,5166,0.346,9425,0.631,351,0.023
WA,FERRY,53,019,1294,0.376,1995,0.580,151,0.044
WA,FRANKLIN,53,021,8398,0.371,13748,0.607,497,0.022
WA,GARFIELD,53,023,336,0.263,913,0.714,29,0.023
WA,GRANT,53,025,8950,0.325,17852,0.648,756,0.027
WA,KING,53,033,668004,0.691,275700,0.285,23450,0.024
WA,KITTITAS,53,037,7949,0.437,9782,0.538,440,0.024
WA,KLICKITAT,53,039,4598,0.448,5316,0.517,360,0.035
WA,LEWIS,53,041,12664,0.372,20452,0.601,928,0.027
WA,LINCOLN,53,043,1673,0.285,4063,0.692,136,0.023
WA,MASON,53,045,14764,0.523,12761,0.452,710,0.025
WA,OKANOGAN,53,047,7108,0.422,9221,0.547,517,0.031
WA,PENDOREILLE,53,051,2508,0.376,3952,0.593,208,0.031
WA,PIERCE,53,053,186430,0.544,148467,0.433,8013,0.023
WA,SKAMANIA,53,059,2628,0.481,2687,0.492,151,0.028
WA,SPOKANE,53,063,102295,0.457,115285,0.515,6250,0.028
WA,STEVENS,53,065,7762,0.350,13691,0.618,708,0.032
WA,WALLAWALLA,53,071,9768,0.389,14648,0.583,692,0.028
WA,WHATCOM,53,073,57089,0.554,42703,0.414,3237,0.031
WA,WHITMAN,53,075,8037,0.469,8507,0.497,577,0.034
WA,YAKIMA,53,077,33217,0.432,42239,0.549,1517,0.020
WV,BARBOUR,54,001,1768,0.307,3824,0.664,169,0.029
WV,BERKELEY,54,003,14275,0.384,22156,0.596,741,0.020
WV,BOONE,54,005,2790,0.328,5467,0.643,243,0.029
WV,BRAXTON,54,007,1998,0.416,2725,0.567,81,0.017
WV,BROOKE,54,009,4005,0.431,5060,0.544,229,0.025
WV,CABELL,54,011,13568,0.422,17985,0.560,591,0.018
WV,CLAY,54,015,931,0.309,1971,0.654,110,0.037
WV,DODDRIDGE,54,017,575,0.208,2130,0.769,64,0.023
WV,FAYETTE,54,019,5419,0.385,8350,0.593,301,0.021
WV,GILMER,54,021,840,0.335,1595,0.636,74,0.029
WV,GRANT,54,023,718,0.157,3783,0.825,85,0.019
WV,GREENBRIER,54,025,4710,0.363,7930,0.612,323,0.025
WV,HAMPSHIRE,54,027,2299,0.288,5523,0.692,164,0.021
WV,HANCOCK,54,029,4627,0.382,7226,0.596,265,0.022
WV,HARDY,54,031,1482,0.287,3536,0.684,150,0.029
WV,HARRISON,54,033,9732,0.372,15876,0.607,539,0.021
WV,JACKSON,54,035,3854,0.334,7408,0.642,282,0.024
WV,JEFFERSON,54,037,10398,0.470,11258,0.509,482,0.022
WV,KANAWHA,54,039,32480,0.433,41364,0.551,1233,0.016
WV,LEWIS,54,041,1736,0.276,4375,0.696,176,0.028
WV,LINCOLN,54,043,2227,0.327,4383,0.643,208,0.030
WV,LOGAN,54,045,3469,0.290,8222,0.688,255,0.021
WV,MARION,54,047,8959,0.416,12054,0.560,529,0.025
WV,MARSHALL,54,049,4484,0.347,8135,0.630,297,0.023
WV,MASON,54,051,3778,0.386,5741,0.586,270,0.028
WV,MCDOWELL,54,053,2109,0.341,3959,0.640,120,0.019
WV,MERCER,54,055,5432,0.255,15450,0.726,394,0.019
WV,MINERAL,54,057,2885,0.263,7833,0.713,261,0.024
WV,MINGO,54,059,2428,0.275,6191,0.701,211,0.024
WV,MONONGALIA,54,061,13826,0.439,16831,0.535,818,0.026
WV,MONROE,54,063,1455,0.279,3616,0.694,141,0.027
WV,MORGAN,54,065,2363,0.335,4513,0.641,168,0.024
WV,NICHOLAS,54,067,2664,0.303,5898,0.671,223,0.025
WV,OHIO,54,069,6786,0.379,10768,0.601,357,0.020
WV,PENDLETON,54,071,1074,0.332,2095,0.647,70,0.022
WV,PLEASANTS,54,073,955,0.336,1825,0.643,60,0.021
WV,POCAHONTAS,54,075,1303,0.364,2182,0.610,91,0.025
WV,PRESTON,54,077,2931,0.263,7889,0.707,335,0.030
WV,PUTNAM,54,079,7256,0.307,16032,0.677,385,0.016
WV,RALEIGH,54,081,7739,0.268,20614,0.715,476,0.017
WV,RANDOLPH,54,083,3342,0.343,6160,0.632,252,0.026
WV,RITCHIE,54,085,768,0.203,2921,0.771,99,0.026
WV,ROANE,54,087,1939,0.384,2982,0.591,126,0.025
WV,SUMMERS,54,089,1621,0.342,2981,0.630,133,0.028
WV,TAYLOR,54,091,1941,0.329,3840,0.650,127,0.021
WV,TUCKER,54,093,880,0.280,2176,0.693,82,0.026
WV,TYLER,54,095,890,0.271,2314,0.706,75,0.023
WV,UPSHUR,54,097,2158,0.261,5939,0.718,176,0.021
WV,WAYNE,54,099,4931,0.353,8688,0.623,336,0.024
WV,WEBSTER,54,101,947,0.344,1710,0.621,98,0.036
WV,WETZEL,54,103,2217,0.379,3473,0.593,166,0.028
WV,WIRT,54,105,676,0.311,1427,0.657,68,0.031
WV,WOOD,54,107,11230,0.331,22183,0.653,564,0.017
WV,WYOMING,54,109,1583,0.210,5769,0.767,171,0.023
WI,ADAMS,55,001,5542,0.539,4644,0.451,101,0.010
WI,BARRON,55,005,10890,0.480,11443,0.504,359,0.016
WI,BUFFALO,55,011,3570,0.507,3364,0.478,105,0.015
WI,BURNETT,55,013,3986,0.459,4550,0.524,141,0.016
WI,CALUMET,55,015,11489,0.435,14539,0.550,392,0.015
WI,CHIPPEWA,55,017,15237,0.493,15322,0.495,373,0.012
WI,CLARK,55,019,6172,0.447,7412,0.537,217,0.016
WI,COLUMBIA,55,021,17175,0.562,13026,0.426,345,0.011
WI,CRAWFORD,55,023,4629,0.592,3067,0.392,121,0.015
WI,DANE,55,025,216071,0.710,83644,0.275,4466,0.015
WI,DODGE,55,027,18762,0.422,25211,0.567,515,0.012
WI,DUNN,55,033,11316,0.515,10224,0.465,452,0.021
WI,EAUCLAIRE,55,035,30666,0.560,23256,0.424,884,0.016
WI,FLORENCE,55,037,953,0.363,1645,0.627,27,0.010
WI,FONDDULAC,55,039,22379,0.419,30355,0.568,668,0.013
WI,FOREST,55,041,2425,0.522,2172,0.467,51,0.011
WI,GRANT,55,043,13594,0.561,10255,0.423,399,0.016
WI,GREEN,55,045,11206,0.580,7857,0.407,259,0.013
WI,GREENLAKE,55,047,3793,0.392,5782,0.598,100,0.010
WI,IOWA,55,049,8105,0.647,4287,0.342,142,0.011
WI,JACKSON,55,053,5298,0.569,3900,0.419,115,0.012
WI,JEFFERSON,55,055,20158,0.455,23517,0.531,606,0.014
WI,JUNEAU,55,057,6242,0.528,5411,0.458,174,0.015
WI,KENOSHA,55,059,44867,0.555,34977,0.432,1053,0.013
WI,KEWAUNEE,55,061,5153,0.467,5747,0.521,137,0.012
WI,LACROSSE,55,063,36693,0.578,25751,0.406,1018,0.016
WI,LAFAYETTE,55,065,4536,0.570,3314,0.417,102,0.013
WI,LANGLADE,55,067,4573,0.435,5816,0.553,130,0.012
WI,LINCOLN,55,069,7563,0.497,7455,0.490,198,0.013
WI,MANITOWOC,55,071,20403,0.479,21604,0.507,610,0.014
WI,MARATHON,55,073,32363,0.463,36617,0.524,882,0.013
WI,MARQUETTE,55,077,4014,0.495,3992,0.493,99,0.012
WI,MENOMINEE,55,078,1191,0.865,179,0.130,7,0.005
WI,MILWAUKEE,55,079,332438,0.675,154924,0.315,5214,0.011
WI,MONROE,55,081,9515,0.488,9675,0.497,295,0.015
WI,OCONTO,55,083,8865,0.446,10741,0.541,253,0.013
WI,ONEIDA,55,085,10452,0.483,10917,0.504,283,0.013
WI,OUTAGAMIE,55,087,45659,0.483,47372,0.501,1565,0.017
WI,OZAUKEE,55,089,19159,0.343,36077,0.646,581,0.010
WI,PEPIN,55,091,1876,0.507,1794,0.485,29,0.008
WI,PIERCE,55,093,10235,0.487,10397,0.495,388,0.018
WI,POLK,55,095,10073,0.446,12094,0.536,406,0.018
WI,PORTAGE,55,097,22075,0.561,16615,0.422,647,0.016
WI,PRICE,55,099,3887,0.492,3884,0.492,130,0.016
WI,RACINE,55,101,53008,0.513,49347,0.477,1009,0.010
WI,RICHLAND,55,103,4969,0.574,3573,0.413,113,0.013
WI,ROCK,55,105,49219,0.610,30517,0.378,954,0.012
WI,RUSK,55,107,3397,0.472,3676,0.511,118,0.016
WI,ST.CROIX,55,109,19910,0.431,25503,0.552,812,0.018
WI,SAUK,55,111,18736,0.587,12838,0.402,353,0.011
WI,SAWYER,55,113,4486,0.497,4442,0.492,97,0.011
WI,SHAWANO,55,115,9000,0.444,11022,0.544,257,0.013
WI,SHEBOYGAN,55,117,27918,0.446,34072,0.544,661,0.011
WI,TAYLOR,55,119,3763,0.396,5601,0.589,148,0.016
WI,TREMPEALEAU,55,121,7605,0.564,5707,0.423,169,0.013
WI,VERNON,55,123,8044,0.564,5942,0.416,283,0.020
WI,VILAS,55,125,5951,0.430,7749,0.560,142,0.010
WI,WALWORTH,55,127,22552,0.431,29006,0.555,745,0.014
WI,WASHBURN,55,129,4447,0.479,4699,0.506,141,0.015
WI,WASHINGTON,55,131,23166,0.294,54765,0.695,811,0.010
WI,WAUKESHA,55,133,78779,0.323,162798,0.668,2279,0.009
WI,WAUPACA,55,135,11578,0.448,14002,0.542,260,0.010
WI,WAUSHARA,55,137,5335,0.443,6562,0.545,151,0.013
WI,WINNEBAGO,55,139,45449,0.510,42122,0.472,1602,0.018
WI,WOOD,55,141,18581,0.478,19704,0.507,615,0.016
WY,ALBANY,56,001,7458,0.458,7866,0.483,976,0.060
WY,BIGHORN,56,003,868,0.163,4285,0.805,171,0.032
WY,CAMPBELL,56,005,2163,0.123,14953,0.851,455,0.026
WY,CARBON,56,007,2110,0.324,4148,0.637,251,0.039
WY,CONVERSE,56,009,1089,0.172,5043,0.795,211,0.033
WY,CROOK,56,011,426,0.116,3109,0.844,150,0.041
WY,FREMONT,56,013,5333,0.315,11075,0.654,531,0.031
WY,GOSHEN,56,015,1458,0.251,4178,0.720,170,0.029
WY,HOTSPRINGS,56,017,523,0.208,1895,0.753,97,0.039
WY,JOHNSON,56,019,749,0.176,3363,0.790,147,0.035
WY,LARAMIE,56,021,14295,0.362,23904,0.605,1306,0.033
WY,LINCOLN,56,023,1287,0.149,7144,0.829,187,0.022
WY,NATRONA,56,025,8961,0.277,22132,0.684,1280,0.040
WY,NIOBRARA,56,027,200,0.157,1022,0.801,54,0.042
WY,PARK,56,029,2927,0.200,11234,0.769,447,0.031
WY,PLATTE,56,031,1223,0.270,3136,0.692,172,0.038
WY,SHERIDAN,56,033,3618,0.253,10267,0.717,437,0.031
WY,SUBLETTE,56,035,767,0.175,3472,0.793,137,0.031
WY,SWEETWATER,56,037,4774,0.283,11428,0.676,693,0.041
WY,TETON,56,039,6213,0.542,4858,0.424,393,0.034
WY,UINTA,56,041,1628,0.191,6615,0.775,296,0.035
WY,WASHAKIE,56,043,794,0.201,3014,0.764,136,0.034
WY,WESTON,56,045,422,0.126,2821,0.840,116,0.035
AL,BALDWIN,01,003,18329,0.216,65772,0.774,887,0.010
AL,MOBILE,01,097,78760,0.450,94893,0.543,1211,0.007
CA,CONTRACOSTA,06,013,290824,0.664,136517,0.312,10885,0.025
CA,HUMBOLDT,06,023,34457,0.600,18825,0.328,4188,0.073
CA,MARIN,06,041,99896,0.743,30880,0.230,3740,0.028
CA,SANDIEGO,06,073,626957,0.526,536726,0.450,28599,0.024
CA,SANFRANCISCO,06,075,301723,0.835,47076,0.130,12410,0.034
CA,SANTABARBARA,06,083,94129,0.576,64606,0.396,4585,0.028
CA,VENTURA,06,111,170929,0.523,147958,0.453,8087,0.025
CT,FAIRFIELD,09,001,217294,0.549,175168,0.442,3654,0.009
CT,MIDDLESEX,09,007,47855,0.573,34591,0.414,1046,0.013
CT,NEWLONDON,09,011,67144,0.583,46119,0.401,1830,0.016
DE,KENT,10,003,35527,0.517,32135,0.468,1010,0.015
FL,BAY,12,005,22051,0.276,56876,0.712,934,0.012
FL,BREVARD,12,009,122993,0.431,159300,0.558,3266,0.011
FL,BROWARD,12,011,508312,0.672,244101,0.323,4009,0.005
FL,CHARLOTTE,12,015,35906,0.424,47996,0.567,780,0.009
FL,CITRUS,12,017,28460,0.385,44662,0.604,813,0.011
FL,COLLIER,12,021,51698,0.347,96520,0.647,894,0.006
FL,DIXIE,12,029,1798,0.259,5052,0.728,91,0.013
FL,DUVAL,12,031,196737,0.478,211615,0.514,3496,0.008
FL,FLAGLER,12,035,23207,0.459,26969,0.533,419,0.008
FL,FRANKLIN,12,037,1845,0.337,3570,0.652,59,0.011
FL,GULF,12,045,2014,0.283,4995,0.703,99,0.014
FL,HILLSBOROUGH,12,057,286467,0.528,250186,0.462,5449,0.010
FL,INDIANRIVER,12,061,27492,0.385,43450,0.608,522,0.007
FL,LEE,12,071,110157,0.414,154163,0.579,1846,0.007
FL,LEVY,12,075,6119,0.333,12054,0.655,226,0.012
FL,MANATEE,12,081,66503,0.433,85627,0.558,1361,0.009
FL,MARTIN,12,085,30107,0.382,48183,0.611,583,0.007
FL,MIAMI-DADE,12,086,541440,0.616,332981,0.379,3893,0.004
FL,NASSAU,12,089,10251,0.253,29929,0.738,348,0.009
FL,OKALOOSA,12,091,23421,0.247,70168,0.740,1209,0.013
FL,PALMBEACH,12,099,349651,0.582,247398,0.412,3672,0.006
FL,PUTNAM,12,107,11667,0.372,19326,0.617,331,0.011
FL,ST.JOHNS,12,109,35190,0.307,78513,0.684,1092,0.010
FL,ST.LUCIE,12,111,65869,0.535,56202,0.457,956,0.008
FL,SANTAROSA,12,113,17768,0.231,58186,0.757,892,0.012
FL,SARASOTA,12,115,95119,0.458,110504,0.533,1857,0.009
FL,SEMINOLE,12,117,96445,0.462,109943,0.527,2232,0.011
FL,VOLUSIA,12,127,114748,0.489,117490,0.501,2298,0.010
FL,WAKULLA,12,129,5175,0.353,9290,0.634,195,0.013
GA,CAMDEN,13,039,6377,0.355,11343,0.631,263,0.015
GA,CHATHAM,13,051,60246,0.555,47204,0.435,1111,0.010
GA,GLYNN,13,127,11950,0.361,20893,0.631,281,0.008
GA,LIBERTY,13,179,10457,0.647,5565,0.344,147,0.009
GA,MADISON,13,191,2494,0.225,8443,0.761,152,0.014
HI,HONOLULU,15,003,204239,0.689,88461,0.298,3932,0.013
HI,KAUAI,15,007,18641,0.735,6121,0.241,610,0.024
HI,MAUI,15,009,36052,0.741,11602,0.238,999,0.021
LA,PLAQUEMINES,22,075,3599,0.351,6471,0.632,169,0.017
LA,ST.BERNARD,22,087,5059,0.363,8501,0.609,395,0.028
LA,TERREBONNE,22,109,12074,0.285,29503,0.697,764,0.018
ME,CUMBERLAND,23,005,101950,0.622,57821,0.353,4015,0.025
ME,HANCOCK,23,009,17569,0.570,12324,0.400,906,0.029
ME,KNOX,23,013,13223,0.599,8248,0.374,596,0.027
ME,LINCOLN,23,015,11315,0.545,8899,0.429,543,0.026
ME,WASHINGTON,23,029,7803,0.493,7550,0.477,483,0.030
MD,ANNEARUNDEL,24,003,126635,0.489,126832,0.490,5493,0.021
MD,CALVERT,24,009,20529,0.453,23952,0.528,860,0.019
MD,DORCHESTER,24,019,7257,0.471,7976,0.517,184,0.012
MD,KENT,24,029,4842,0.490,4870,0.493,165,0.017
MD,QUEENANNE'S,24,035,8556,0.345,15823,0.638,409,0.016
MD,ST.MARY'S,24,037,19711,0.414,26797,0.563,1098,0.023
MD,SOMERSET,24,039,5240,0.504,5042,0.485,105,0.010
MD,TALBOT,24,041,8808,0.432,11339,0.556,264,0.013
MD,BALTIMORECITY,24,510,221478,0.874,28171,0.111,3664,0.014
MA,BARNSTABLE,25,001,64921,0.536,54472,0.450,1741,0.014
MA,DUKES,25,007,7465,0.658,3685,0.325,195,0.017
MA,ESSEX,25,009,233217,0.597,151189,0.387,6154,0.016
MA,NANTUCKET,25,019,7073,0.463,8045,0.527,160,0.010
MA,PLYMOUTH,25,023,124548,0.520,111808,0.466,3382,0.014
MA,SUFFOLK,25,025,223896,0.774,59999,0.208,5203,0.018
MI,ALGER,26,003,2212,0.479,2330,0.505,76,0.016
MI,ALPENA,26,007,6549,0.467,7298,0.521,167,0.012
MI,ARENAC,26,011,3669,0.468,4057,0.517,115,0.015
MI,CHARLEVOIX,26,029,5939,0.422,8000,0.568,151,0.011
MI,CHIPPEWA,26,033,7100,0.456,8278,0.532,186,0.012
MI,DELTA,26,041,8330,0.461,9534,0.528,186,0.010
MI,EMMET,26,047,7225,0.408,10253,0.579,231,0.013
MI,GD.TRAVERSE,26,055,20875,0.435,26534,0.553,590,0.012
MI,HOUGHTON,26,061,6801,0.445,8196,0.536,285,0.019
MI,HURON,26,063,6518,0.421,8806,0.569,160,0.010
MI,KEWEENAW,26,083,582,0.418,774,0.556,36,0.026
MI,LEELANAU,26,089,6576,0.464,7483,0.528,117,0.008
MI,MACKINAC,26,097,2652,0.435,3397,0.557,50,0.008
MI,MARQUETTE,26,103,18115,0.563,13606,0.423,473,0.015
MI,MONROE,26,115,36310,0.498,35593,0.489,950,0.013
MI,ST.CLAIR,26,147,33983,0.458,39271,0.529,927,0.012
MI,WAYNE,26,163,590275,0.733,209325,0.260,5226,0.006
MN,COOK,27,031,1993,0.600,1221,0.368,108,0.033
MS,CLAIBORNE,28,021,4838,0.882,625,0.114,21,0.004
MS,HANCOCK,28,045,3917,0.228,12964,0.755,286,0.017
MS,HARRISON,28,047,23119,0.365,39470,0.623,739,0.012
MS,JACKSON,28,059,17299,0.322,35747,0.666,619,0.012
NH,ROCKINGHAM,33,015,80142,0.470,87921,0.516,2360,0.014
NH,STRAFFORD,33,017,36026,0.563,26729,0.418,1214,0.019
NJ,ATLANTIC,34,001,65600,0.580,46522,0.411,1057,0.009
NJ,CUMBERLAND,34,011,34055,0.616,20658,0.374,579,0.010
NJ,OCEAN,34,029,102300,0.407,146475,0.583,2501,0.010
NJ,SALEM,34,033,14719,0.499,14334,0.486,448,0.015
NY,BRONX,36,005,339211,0.915,29967,0.081,1609,0.004
NY,JEFFERSON,36,045,17099,0.479,18122,0.508,487,0.014
NY,KINGS,36,047,598946,0.821,123689,0.169,7330,0.010
NY,NEWYORK,36,061,502674,0.838,89559,0.149,7340,0.012
NY,NIAGARA,36,063,43986,0.495,43240,0.487,1553,0.017
NY,OSWEGO,36,075,23515,0.529,19980,0.449,955,0.021
NY,QUEENS,36,081,470732,0.792,118589,0.199,5277,0.009
NY,SUFFOLK,36,103,304079,0.512,282131,0.475,7144,0.012
NY,WAYNE,36,117,16635,0.444,20060,0.536,744,0.020
NY,WESTCHESTER,36,119,240785,0.621,143122,0.369,3973,0.010
NC,BRUNSWICK,37,019,22038,0.384,34743,0.606,581,0.010
NC,CAMDEN,37,029,1508,0.321,3109,0.661,87,0.018
NC,CARTERET,37,031,10301,0.290,24775,0.698,441,0.012
NC,CHOWAN,37,041,3556,0.474,3891,0.518,58,0.008
NC,CURRITUCK,37,053,3562,0.315,7496,0.663,246,0.022
NC,DARE,37,055,7393,0.411,10248,0.570,333,0.019
NC,HYDE,37,095,1163,0.488,1193,0.501,27,0.011
NC,NEWHANOVER,37,129,48668,0.470,53385,0.515,1575,0.015
NC,ONSLOW,37,133,18490,0.359,32243,0.627,702,0.014
ND,BENSON,38,005,1235,0.573,868,0.402,54,0.025
ND,EDDY,38,027,486,0.420,634,0.548,37,0.032
OH,ERIE,39,043,21793,0.553,16952,0.430,660,0.017
OH,OTTAWA,39,123,11503,0.512,10538,0.469,414,0.018
OH,SANDUSKY,39,143,14541,0.502,13755,0.474,698,0.024
OR,CLATSOP,41,007,9861,0.553,7249,0.407,708,0.040
OR,COOS,41,011,12845,0.448,14673,0.512,1168,0.041
OR,LINCOLN,41,041,13401,0.583,8686,0.378,897,0.039
OR,TILLAMOOK,41,057,6293,0.503,5684,0.454,542,0.043
PA,PHILADELPHIA,42,101,588506,0.853,96472,0.140,5054,0.007
RI,BRISTOL,44,001,14974,0.607,9231,0.374,471,0.019
RI,NEWPORT,44,005,23463,0.595,15202,0.385,787,0.020
RI,WASHINGTON,44,009,35888,0.571,25366,0.403,1625,0.026
SC,BERKELEY,45,015,28542,0.419,38475,0.564,1178,0.017
SC,COLLETON,45,029,8475,0.496,8443,0.494,168,0.010
SC,GEORGETOWN,45,043,14163,0.457,16526,0.534,276,0.009
TX,BRAZORIA,48,039,34421,0.322,70862,0.664,1456,0.014
TX,CAMERON,48,061,49975,0.650,26099,0.339,821,0.011
TX,CHAMBERS,48,071,2790,0.189,11787,0.800,158,0.011
TX,HARRIS,48,201,587044,0.494,586073,0.493,15468,0.013
TX,KENEDY,48,261,82,0.491,84,0.503,1,0.006
TX,MCLENNAN,48,321,25694,0.345,47903,0.643,944,0.013
TX,SANPATRICIO,48,409,7856,0.391,12005,0.598,217,0.011
TX,WILLACY,48,489,3600,0.711,1416,0.280,48,0.009
VA,ACCOMACK,51,001,7655,0.477,8213,0.512,183,0.011
VA,ALBEMARLE,51,003,29757,0.552,23297,0.432,853,0.016
VA,ALLEGHANY,51,005,3403,0.474,3595,0.501,175,0.024
VA,ARLINGTON,51,013,81269,0.691,34474,0.293,1865,0.016
VA,AUGUSTA,51,015,9451,0.281,23624,0.702,597,0.018
VA,BEDFORD,51,019,10209,0.273,26679,0.713,537,0.014
VA,FAIRFAX,51,059,315273,0.596,206773,0.391,7241,0.014
VA,FREDERICK,51,069,12690,0.349,22858,0.628,846,0.023
VA,GREENSVILLE,51,081,3135,0.636,1766,0.359,25,0.005
VA,HENRY,51,089,10317,0.413,13984,0.560,662,0.027
VA,LANCASTER,51,103,3149,0.452,3753,0.539,59,0.008
VA,MATHEWS,51,115,1807,0.336,3488,0.649,79,0.015
VA,MIDDLESEX,51,119,2370,0.390,3619,0.595,91,0.015
VA,NORTHAMPTON,51,131,3741,0.576,2676,0.412,74,0.011
VA,NORTHUMBERLAND,51,133,3191,0.422,4310,0.570,57,0.008
VA,PRINCEWILLIAM,51,153,103331,0.573,74458,0.413,2406,0.013
VA,ROANOKE,51,161,18711,0.365,31624,0.617,882,0.017
VA,ROCKBRIDGE,51,163,4088,0.402,5898,0.580,191,0.019
VA,ROCKINGHAM,51,165,10065,0.289,24186,0.694,615,0.018
VA,WESTMORELAND,51,193,4295,0.529,3731,0.459,94,0.012
VA,WISE,51,195,3760,0.250,11076,0.738,182,0.012
VA,YORK,51,199,13183,0.388,20204,0.595,566,0.017
VA,BRISTOLCITY,51,520,2492,0.337,4780,0.647,115,0.016
VA,HOPEWELLCITY,51,670,5179,0.573,3739,0.414,113,0.013
VA,POQUOSONCITY,51,735,1679,0.236,5312,0.748,115,0.016
VA,PORTSMOUTHCITY,51,740,32501,0.708,12858,0.280,563,0.012
VA,VIRGINIABEACHCITY,51,810,94299,0.480,99291,0.505,3051,0.016
WA,CLALLAM,53,009,18580,0.488,18437,0.484,1049,0.028
WA,GRAYSHARBOR,53,027,15960,0.556,11914,0.415,810,0.028
WA,KITSAP,53,035,67277,0.545,52846,0.428,3244,0.026
WA,PACIFIC,53,049,5711,0.543,4499,0.427,314,0.030
WA,THURSTON,53,067,74037,0.583,49287,0.388,3739,0.029
WA,WAHKIAKUM,53,069,1094,0.477,1119,0.488,81,0.035
WI,ASHLAND,55,003,5399,0.645,2820,0.337,153,0.018
WI,BAYFIELD,55,007,6033,0.616,3603,0.368,152,0.016
WI,BROWN,55,009,62526,0.485,64836,0.503,1566,0.012
WI,DOOR,55,029,9357,0.530,8121,0.460,193,0.011
WI,DOUGLAS,55,031,14863,0.649,7705,0.337,326,0.014
WI,MARINETTE,55,075,9882,0.476,10619,0.511,276,0.013
WA,SKAGIT,53,057,28688,0.519,25071,0.454,1510,0.027
WA,JEFFERSON,53,031,12739,0.642,6405,0.323,685,0.035
WA,SNOHOMISH,53,061,188516,0.572,133016,0.403,8285,0.025
WA,ISLAND,53,029,21478,0.510,19605,0.466,1016,0.024
NY,NASSAU,36,059,302695,0.533,259308,0.457,5471,0.010
MD,WORCESTER,24,047,11014,0.403,15951,0.583,394,0.014
SC,CHARLESTON,45,019,81487,0.504,77629,0.480,2591,0.016
SC,JASPER,45,053,5757,0.574,4169,0.416,95,0.009
FL,MONROE,12,087,19404,0.497,19234,0.492,419,0.011
FL,PINELLAS,12,103,239104,0.522,213258,0.466,5340,0.012
LA,LAFOURCHE,22,057,9623,0.246,28592,0.732,860,0.022
CA,ORANGE,06,059,512440,0.456,582332,0.519,27892,0.025
ME,WALDO,23,027,11296,0.536,9058,0.430,707,0.034
LA,JEFFERSON,22,051,70384,0.399,102536,0.581,3423,0.019
TX,GALVESTON,48,167,39511,0.359,69059,0.627,1508,0.014
WI,IRON,55,051,1784,0.491,1790,0.493,58,0.016
LA,ST.MARY,22,101,9450,0.400,13885,0.587,305,0.013
PA,DELAWARE,42,045,171791,0.602,110853,0.388,2919,0.010
TX,ARANSAS,48,007,2704,0.280,6830,0.708,114,0.012
TX,NUECES,48,355,45772,0.476,48966,0.510,1366,0.014
OK,LEFLORE,40,079,4662,0.294,11177,0.706,0,0.000
ME,SAGADAHOC,23,023,11821,0.568,8429,0.405,544,0.026
SC,BEAUFORT,45,013,29848,0.407,42687,0.582,762,0.010
TX,CALHOUN,48,057,2410,0.363,4144,0.623,94,0.014
FL,CALHOUN,12,013,1664,0.270,4366,0.710,122,0.020
GA,CALHOUN,13,037,1298,0.593,883,0.404,7,0.003
AR,CALHOUN,05,013,660,0.304,1458,0.671,56,0.026
SC,CALHOUN,45,017,4045,0.516,3707,0.473,82,0.010
AL,CALHOUN,01,015,15500,0.335,30272,0.655,468,0.010
