STATE,COUNTY_NAME,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,ROMNEY_VOTES,ROMNEY_%,OTHER_VOTES,OTHER_%
AL,AUTAUGA,01,001,6363,0.265,17379,0.725,231,0.010
AL,BARBOUR,01,005,5912,0.513,5550,0.482,55,0.005
AL,BIBB,01,007,2202,0.262,6132,0.728,86,0.010
AL,BLOUNT,01,009,2970,0.123,20757,0.863,333,0.014
AL,BULLOCK,01,011,4061,0.763,1251,0.235,10,0.002
AL,BUTLER,01,013,4374,0.460,5087,0.535,41,0.004
AL,CHAMBERS,01,017,6871,0.470,7626,0.521,132,0.009
AL,CHEROKEE,01,019,2132,0.218,7506,0.767,154,0.016
AL,CHILTON,01,021,3397,0.194,13932,0.797,156,0.009
AL,CHOCTAW,01,023,3786,0.475,4152,0.521,38,0.005
AL,CLARKE,01,025,6334,0.457,7470,0.539,56,0.004
AL,CLAY,01,027,1777,0.266,4817,0.721,85,0.013
AL,CLEBURNE,01,029,971,0.154,5272,0.834,76,0.012
AL,COFFEE,01,031,4925,0.248,14666,0.740,230,0.012
AL,COLBERT,01,033,9166,0.391,13936,0.594,342,0.015
AL,CONECUH,01,035,3555,0.506,3439,0.490,31,0.004
AL,COOSA,01,037,2191,0.415,3049,0.577,42,0.008
AL,COVINGTON,01,039,3158,0.205,12153,0.787,128,0.008
AL,CRENSHAW,01,041,2050,0.319,4331,0.674,43,0.007
AL,CULLMAN,01,043,5052,0.146,28999,0.839,504,0.015
AL,DALE,01,045,5286,0.284,13108,0.705,207,0.011
AL,DALLAS,01,047,14612,0.697,6288,0.300,64,0.003
AL,DEKALB,01,049,5239,0.219,18331,0.765,380,0.016
AL,ELMORE,01,051,8954,0.252,26253,0.739,339,0.010
AL,ESCAMBIA,01,053,5489,0.369,9287,0.624,118,0.008
AL,ETOWAH,01,055,12803,0.300,29130,0.683,691,0.016
AL,FAYETTE,01,057,1817,0.228,6054,0.761,87,0.011
AL,FRANKLIN,01,059,3171,0.291,7567,0.695,143,0.013
AL,GENEVA,01,061,2039,0.180,9175,0.810,117,0.010
AL,GREENE,01,063,4521,0.846,804,0.150,18,0.003
AL,HALE,01,065,5411,0.626,3210,0.371,26,0.003
AL,HENRY,01,067,3083,0.352,5628,0.642,55,0.006
AL,HOUSTON,01,069,12367,0.295,29270,0.697,347,0.008
AL,JACKSON,01,071,5822,0.282,14439,0.700,371,0.018
AL,JEFFERSON,01,073,159876,0.525,141683,0.465,2964,0.010
AL,LAMAR,01,075,1646,0.229,5457,0.760,73,0.010
AL,LAUDERDALE,01,077,12511,0.338,23911,0.646,610,0.016
AL,LAWRENCE,01,079,5069,0.358,8874,0.627,205,0.014
AL,LEE,01,081,21381,0.392,32194,0.591,921,0.017
AL,LIMESTONE,01,083,9829,0.277,25295,0.712,416,0.012
AL,LOWNDES,01,085,5747,0.764,1756,0.233,20,0.003
AL,MACON,01,087,9045,0.870,1331,0.128,20,0.002
AL,MADISON,01,089,62015,0.399,90884,0.585,2529,0.016
AL,MARENGO,01,091,6167,0.534,5336,0.462,40,0.003
AL,MARION,01,093,2249,0.185,9697,0.799,183,0.015
AL,MARSHALL,01,095,6299,0.193,25867,0.792,478,0.015
AL,MONROE,01,099,4914,0.459,5741,0.536,62,0.006
AL,MONTGOMERY,01,101,63085,0.618,38332,0.376,650,0.006
AL,MORGAN,01,103,13439,0.272,35391,0.716,629,0.013
AL,PERRY,01,105,4568,0.749,1506,0.247,27,0.004
AL,PICKENS,01,107,4455,0.463,5124,0.533,42,0.004
AL,PIKE,01,109,6035,0.427,7963,0.564,125,0.009
AL,RANDOLPH,01,111,3078,0.295,7224,0.693,119,0.011
AL,RUSSELL,01,113,10500,0.558,8278,0.440,48,0.003
AL,STCLAIR,01,115,5801,0.165,29031,0.824,403,0.011
AL,SHELBY,01,117,20051,0.216,71436,0.770,1255,0.014
AL,SUMTER,01,119,5421,0.771,1586,0.226,23,0.003
AL,TALLADEGA,01,121,13905,0.416,19246,0.576,265,0.008
AL,TALLAPOOSA,01,123,6319,0.337,12396,0.661,47,0.003
AL,TUSCALOOSA,01,125,32048,0.407,45748,0.581,976,0.012
AL,WALKER,01,127,6557,0.229,21651,0.757,377,0.013
AL,WASHINGTON,01,129,2976,0.339,5761,0.656,50,0.006
AL,WILCOX,01,131,4868,0.743,1679,0.256,8,0.001
AL,WINSTON,01,133,1286,0.132,8312,0.854,130,0.013
AZ,APACHE,04,001,17147,0.662,8250,0.318,520,0.020
AZ,COCHISE,04,003,18546,0.377,29497,0.600,1158,0.024
AZ,COCONINO,04,005,29257,0.563,21220,0.408,1485,0.029
AZ,GILA,04,007,7697,0.356,13455,0.623,443,0.021
AZ,GRAHAM,04,009,3609,0.303,8076,0.678,220,0.018
AZ,GREENLEE,04,011,1310,0.439,1592,0.533,84,0.028
AZ,LAPAZ,04,012,1880,0.328,3714,0.648,141,0.025
AZ,MARICOPA,04,013,602288,0.436,749885,0.543,28786,0.021
AZ,MOHAVE,04,015,19533,0.278,49168,0.699,1627,0.023
AZ,NAVAJO,04,017,16945,0.452,19884,0.531,636,0.017
AZ,PIMA,04,019,201251,0.525,174779,0.456,7143,0.019
AZ,PINAL,04,021,44306,0.408,62079,0.571,2297,0.021
AZ,SANTACRUZ,04,023,9486,0.682,4235,0.304,190,0.014
AZ,YAVAPAI,04,025,33918,0.337,64468,0.640,2281,0.023
AZ,YUMA,04,027,18059,0.429,23352,0.555,662,0.016
AR,ARKANSAS,05,001,2455,0.378,3897,0.600,142,0.022
AR,ASHLEY,05,003,2859,0.361,4867,0.614,195,0.025
AR,BAXTER,05,005,5172,0.267,13688,0.708,479,0.025
AR,BENTON,05,007,22636,0.286,54646,0.689,1975,0.025
AR,BOONE,05,009,3772,0.245,11159,0.725,460,0.030
AR,BRADLEY,05,011,1449,0.397,2134,0.584,69,0.019
AR,CARROLL,05,015,3696,0.363,6125,0.601,362,0.036
AR,CHICOT,05,017,2649,0.607,1670,0.383,42,0.010
AR,CLARK,05,019,3811,0.453,4343,0.516,255,0.030
AR,CLAY,05,021,1738,0.340,3225,0.631,147,0.029
AR,CLEBURNE,05,023,2620,0.225,8693,0.746,334,0.029
AR,CLEVELAND,05,025,845,0.259,2313,0.708,108,0.033
AR,COLUMBIA,05,027,3557,0.376,5790,0.612,108,0.011
AR,CONWAY,05,029,3005,0.389,4514,0.584,211,0.027
AR,CRAIGHEAD,05,031,10527,0.332,20350,0.642,823,0.026
AR,CRAWFORD,05,033,4881,0.237,15145,0.736,565,0.027
AR,CRITTENDEN,05,035,9487,0.568,6998,0.419,231,0.014
AR,CROSS,05,037,2279,0.341,4269,0.639,133,0.020
AR,DALLAS,05,039,1337,0.434,1665,0.540,82,0.027
AR,DESHA,05,041,2443,0.553,1896,0.429,81,0.018
AR,DREW,05,043,2630,0.397,3887,0.586,116,0.017
AR,FAULKNER,05,045,13621,0.329,26722,0.645,1117,0.027
AR,FRANKLIN,05,047,1726,0.264,4631,0.708,183,0.028
AR,FULTON,05,049,1452,0.321,2949,0.652,121,0.027
AR,GARLAND,05,051,13804,0.339,26014,0.639,910,0.022
AR,GRANT,05,053,1468,0.227,4829,0.745,182,0.028
AR,GREENE,05,055,4000,0.291,9071,0.659,690,0.050
AR,HEMPSTEAD,05,057,2468,0.357,4284,0.619,169,0.024
AR,HOTSPRING,05,059,3830,0.340,7097,0.630,333,0.030
AR,HOWARD,05,061,1471,0.330,2892,0.648,99,0.022
AR,INDEPENDENCE,05,063,3281,0.265,8728,0.704,388,0.031
AR,IZARD,05,065,1524,0.289,3575,0.677,179,0.034
AR,JACKSON,05,067,2095,0.392,3072,0.575,180,0.034
AR,JEFFERSON,05,069,17470,0.638,9520,0.348,393,0.014
AR,JOHNSON,05,071,2799,0.346,5064,0.625,235,0.029
AR,LAFAYETTE,05,073,1173,0.400,1713,0.585,43,0.015
AR,LAWRENCE,05,075,1788,0.323,3536,0.638,216,0.039
AR,LEE,05,077,2107,0.615,1280,0.374,37,0.011
AR,LINCOLN,05,079,1425,0.382,2199,0.590,102,0.027
AR,LITTLERIVER,05,081,1552,0.307,3385,0.670,114,0.023
AR,LOGAN,05,083,2009,0.274,5079,0.693,243,0.033
AR,LONOKE,05,085,5625,0.233,17880,0.741,609,0.025
AR,MADISON,05,087,2099,0.320,4263,0.649,206,0.031
AR,MARION,05,089,2037,0.289,4774,0.677,240,0.034
AR,MILLER,05,091,4518,0.295,10622,0.693,189,0.012
AR,MISSISSIPPI,05,093,6467,0.484,6603,0.494,305,0.023
AR,MONROE,05,095,1583,0.490,1585,0.491,62,0.019
AR,MONTGOMERY,05,097,920,0.270,2369,0.696,115,0.034
AR,NEVADA,05,099,1314,0.388,1996,0.590,74,0.022
AR,NEWTON,05,101,993,0.271,2508,0.685,160,0.044
AR,OUACHITA,05,103,4633,0.449,5521,0.535,161,0.016
AR,PERRY,05,105,1187,0.301,2581,0.655,170,0.043
AR,PHILLIPS,05,107,5202,0.656,2598,0.328,130,0.016
AR,PIKE,05,109,851,0.225,2847,0.752,90,0.024
AR,POINSETT,05,111,2390,0.316,4974,0.658,196,0.026
AR,POLK,05,113,1556,0.201,5955,0.771,215,0.028
AR,POPE,05,115,5126,0.251,14763,0.722,550,0.027
AR,PRAIRIE,05,117,880,0.280,2153,0.685,108,0.034
AR,PULASKI,05,119,87248,0.547,68984,0.433,3149,0.020
AR,RANDOLPH,05,121,2046,0.344,3701,0.621,209,0.035
AR,STFRANCIS,05,123,4910,0.587,3368,0.403,84,0.010
AR,SALINE,05,125,12869,0.273,32963,0.700,1230,0.026
AR,SCOTT,05,127,897,0.246,2631,0.723,112,0.031
AR,SEARCY,05,129,814,0.220,2699,0.731,181,0.049
AR,SEBASTIAN,05,131,13092,0.302,29169,0.673,1101,0.025
AR,SEVIER,05,133,1042,0.241,3136,0.724,152,0.035
AR,SHARP,05,135,2092,0.287,4921,0.676,270,0.037
AR,STONE,05,137,1356,0.253,3776,0.705,222,0.041
AR,UNION,05,139,6196,0.361,10699,0.623,282,0.016
AR,VANBUREN,05,141,1832,0.285,4365,0.679,233,0.036
AR,WASHINGTON,05,143,28236,0.401,39688,0.563,2536,0.036
AR,WHITE,05,145,5765,0.217,20011,0.755,738,0.028
AR,WOODRUFF,05,147,1340,0.499,1227,0.457,118,0.044
AR,YELL,05,149,1722,0.288,4042,0.677,210,0.035
CA,ALAMEDA,06,001,469684,0.789,108182,0.182,17776,0.030
CA,ALPINE,06,003,389,0.596,236,0.361,28,0.043
CA,AMADOR,06,005,6830,0.387,10281,0.583,538,0.030
CA,BUTTE,06,007,42669,0.470,44479,0.490,3604,0.040
CA,CALAVERAS,06,009,8670,0.398,12365,0.568,751,0.034
CA,COLUSA,06,011,2314,0.383,3601,0.597,119,0.020
CA,DELNORTE,06,015,3791,0.432,4614,0.526,365,0.042
CA,ELDORADO,06,017,35166,0.396,50973,0.574,2635,0.030
CA,FRESNO,06,019,129129,0.499,124490,0.481,5208,0.020
CA,GLENN,06,021,3301,0.358,5632,0.611,278,0.030
CA,IMPERIAL,06,025,25136,0.652,12777,0.331,652,0.017
CA,INYO,06,027,3422,0.426,4340,0.540,274,0.034
CA,KERN,06,029,89495,0.404,126618,0.572,5359,0.024
CA,KINGS,06,031,12979,0.413,17671,0.562,768,0.024
CA,LAKE,06,033,13163,0.563,9200,0.393,1028,0.044
CA,LASSEN,06,035,3053,0.286,7296,0.683,334,0.031
CA,LOSANGELES,06,037,2216903,0.697,885333,0.278,78831,0.025
CA,MADERA,06,039,16018,0.402,22852,0.573,996,0.025
CA,MARIPOSA,06,043,3498,0.389,5140,0.571,362,0.040
CA,MENDOCINO,06,045,23193,0.662,9658,0.276,2166,0.062
CA,MERCED,06,047,33005,0.532,27581,0.444,1471,0.024
CA,MODOC,06,049,1111,0.279,2777,0.697,98,0.025
CA,MONO,06,051,2733,0.528,2285,0.441,163,0.031
CA,MONTEREY,06,053,82920,0.671,37390,0.303,3208,0.026
CA,NAPA,06,055,35870,0.630,19526,0.343,1572,0.028
CA,NEVADA,06,057,24663,0.477,24986,0.484,2027,0.039
CA,PLACER,06,061,66818,0.390,99921,0.583,4583,0.027
CA,PLUMAS,06,063,4026,0.401,5721,0.569,300,0.030
CA,RIVERSIDE,06,065,329063,0.497,318127,0.481,14717,0.022
CA,SACRAMENTO,06,067,300503,0.581,202514,0.392,13792,0.027
CA,SANBENITO,06,069,11276,0.592,7343,0.386,425,0.022
CA,SANBERNARDINO,06,071,305109,0.525,262358,0.451,14050,0.024
CA,SANJOAQUIN,06,077,114121,0.558,86071,0.420,4505,0.022
CA,SANLUISOBISPO,06,079,61258,0.488,59967,0.477,4413,0.035
CA,SANMATEO,06,081,206085,0.721,72756,0.255,6879,0.024
CA,SANTACLARA,06,085,450818,0.701,174843,0.272,17430,0.027
CA,SANTACRUZ,06,087,90805,0.756,24047,0.200,5243,0.044
CA,SHASTA,06,089,25819,0.338,48067,0.630,2449,0.032
CA,SIERRA,06,091,653,0.364,1056,0.588,86,0.048
CA,SISKIYOU,06,093,8046,0.404,11077,0.556,787,0.040
CA,SOLANO,06,095,96783,0.635,52092,0.342,3569,0.023
CA,SONOMA,06,097,153942,0.711,54784,0.253,7782,0.036
CA,STANISLAUS,06,099,77724,0.500,73459,0.473,4186,0.027
CA,SUTTER,06,101,12192,0.393,18122,0.584,712,0.023
CA,TEHAMA,06,103,7934,0.345,14235,0.620,808,0.035
CA,TRINITY,06,105,2674,0.471,2716,0.479,284,0.050
CA,TULARE,06,107,41752,0.413,56956,0.563,2392,0.024
CA,TUOLUMNE,06,109,9998,0.405,13880,0.562,809,0.033
CA,YOLO,06,113,48715,0.654,23368,0.314,2392,0.032
CA,YUBA,06,115,7711,0.391,11275,0.572,714,0.036
CO,ADAMS,08,001,100649,0.585,70972,0.412,570,0.003
CO,ALAMOSA,08,003,3811,0.582,2705,0.413,32,0.005
CO,ARAPAHOE,08,005,153905,0.549,125588,0.448,654,0.002
CO,ARCHULETA,08,007,2679,0.408,3872,0.589,23,0.003
CO,BACA,08,009,467,0.228,1559,0.762,19,0.009
CO,BENT,08,011,815,0.429,1075,0.566,9,0.005
CO,BOULDER,08,013,125091,0.713,49981,0.285,262,0.001
CO,BROOMFIELD,08,014,16966,0.529,15008,0.468,77,0.002
CO,CHAFFEE,08,015,5086,0.499,5070,0.498,34,0.003
CO,CHEYENNE,08,017,172,0.161,889,0.833,6,0.006
CO,CLEARCREEK,08,019,3119,0.561,2430,0.437,14,0.003
CO,CONEJOS,08,021,2213,0.545,1835,0.452,11,0.003
CO,COSTILLA,08,023,1340,0.743,446,0.247,18,0.010
CO,CROWLEY,08,025,535,0.365,924,0.630,8,0.005
CO,CUSTER,08,027,868,0.326,1788,0.671,9,0.003
CO,DELTA,08,029,4622,0.296,10915,0.700,59,0.004
CO,DENVER,08,031,222018,0.751,73111,0.247,407,0.001
CO,DOLORES,08,033,334,0.278,859,0.716,7,0.006
CO,DOUGLAS,08,035,61094,0.369,104397,0.630,236,0.001
CO,EAGLE,08,037,12792,0.576,9411,0.423,24,0.001
CO,ELPASO,08,039,111819,0.394,170952,0.603,818,0.003
CO,ELBERT,08,041,3603,0.259,10266,0.738,43,0.003
CO,FREMONT,08,043,6704,0.336,13174,0.660,89,0.004
CO,GARFIELD,08,045,11305,0.473,12535,0.525,55,0.002
CO,GILPIN,08,047,1892,0.583,1346,0.415,8,0.002
CO,GRAND,08,049,3684,0.463,4253,0.534,26,0.003
CO,GUNNISON,08,051,5044,0.600,3341,0.397,23,0.003
CO,HINSDALE,08,053,229,0.391,353,0.602,4,0.007
CO,HUERFANO,08,055,1953,0.541,1646,0.456,14,0.004
CO,JACKSON,08,057,216,0.263,600,0.731,5,0.006
CO,JEFFERSON,08,059,159296,0.524,144197,0.474,621,0.002
CO,KIOWA,08,061,118,0.148,677,0.848,3,0.004
CO,KITCARSON,08,063,838,0.230,2785,0.766,13,0.004
CO,LAPLATA,08,065,15489,0.547,12794,0.451,56,0.002
CO,LAKE,08,067,1839,0.623,1098,0.372,16,0.005
CO,LARIMER,08,069,92747,0.528,82376,0.469,473,0.003
CO,LASANIMAS,08,071,3445,0.512,3263,0.485,16,0.002
CO,LINCOLN,08,073,552,0.246,1687,0.750,9,0.004
CO,LOGAN,08,075,2712,0.303,6179,0.691,45,0.005
CO,MESA,08,077,23846,0.333,47472,0.664,197,0.003
CO,MINERAL,08,079,291,0.458,344,0.541,1,0.002
CO,MOFFAT,08,081,1330,0.220,4695,0.776,25,0.004
CO,MONTEZUMA,08,083,4542,0.379,7401,0.618,33,0.003
CO,MONTROSE,08,085,6138,0.311,13552,0.686,76,0.004
CO,MORGAN,08,087,3912,0.370,6602,0.625,51,0.005
CO,OTERO,08,089,3647,0.452,4382,0.543,38,0.005
CO,OURAY,08,091,1646,0.525,1481,0.472,11,0.003
CO,PARK,08,093,3862,0.422,5236,0.572,50,0.005
CO,PHILLIPS,08,095,588,0.264,1637,0.734,4,0.002
CO,PITKIN,08,097,6849,0.693,3024,0.306,7,0.001
CO,PROWERS,08,099,1519,0.319,3230,0.678,13,0.003
CO,PUEBLO,08,101,42551,0.570,31894,0.427,243,0.003
CO,RIOBLANCO,08,103,568,0.172,2724,0.824,15,0.005
CO,RIOGRANDE,08,105,2478,0.457,2918,0.538,26,0.005
CO,ROUTT,08,107,7547,0.579,5469,0.420,19,0.001
CO,SAGUACHE,08,109,1864,0.657,964,0.340,10,0.004
CO,SANMIGUEL,08,113,2992,0.720,1154,0.278,12,0.003
CO,SEDGWICK,08,115,419,0.321,881,0.675,5,0.004
CO,SUMMIT,08,117,9347,0.626,5571,0.373,25,0.002
CO,TELLER,08,119,4333,0.331,8702,0.665,43,0.003
CO,WASHINGTON,08,121,468,0.183,2076,0.813,10,0.004
CO,WELD,08,123,49050,0.433,63775,0.563,483,0.004
CO,YUMA,08,125,987,0.220,3490,0.776,18,0.004
CT,HARTFORD,09,003,244639,0.624,143238,0.365,4142,0.011
CT,LITCHFIELD,09,005,43856,0.475,47201,0.511,1255,0.014
CT,NEWHAVEN,09,009,218972,0.607,138357,0.383,3503,0.010
CT,TOLLAND,09,013,39366,0.555,30450,0.429,1112,0.016
CT,WINDHAM,09,015,25957,0.558,19768,0.425,769,0.017
DE,NEWCASTLE,10,001,167082,0.663,81230,0.322,3684,0.015
DE,SUSSEX,10,005,39975,0.429,52119,0.559,1128,0.012
DC,DC,11,001,267070,0.909,21381,0.073,5263,0.018
FL,ALACHUA,12,001,69699,0.579,48797,0.405,1922,0.016
FL,BAKER,12,003,2311,0.203,8975,0.789,82,0.007
FL,BRADFORD,12,007,3325,0.286,8219,0.706,91,0.008
FL,CLAY,12,019,25759,0.267,70022,0.725,808,0.008
FL,COLUMBIA,12,023,8462,0.312,18429,0.678,272,0.010
FL,DESOTO,12,027,4174,0.423,5587,0.566,104,0.011
FL,ESCAMBIA,12,033,58185,0.392,88711,0.597,1606,0.011
FL,GADSDEN,12,039,15770,0.701,6630,0.295,99,0.004
FL,GILCHRIST,12,041,1885,0.238,5917,0.748,107,0.014
FL,GLADES,12,043,1603,0.402,2344,0.588,42,0.011
FL,HAMILTON,12,047,2228,0.412,3138,0.580,41,0.008
FL,HARDEE,12,049,2463,0.341,4696,0.650,67,0.009
FL,HENDRY,12,051,4751,0.466,5355,0.526,79,0.008
FL,HERNANDO,12,053,37830,0.452,44938,0.537,899,0.011
FL,HIGHLANDS,12,055,16148,0.380,25915,0.611,381,0.009
FL,HOLMES,12,059,1264,0.153,6919,0.836,91,0.011
FL,JACKSON,12,063,7342,0.351,13418,0.641,181,0.009
FL,JEFFERSON,12,065,3945,0.505,3808,0.488,55,0.007
FL,LAFAYETTE,12,067,687,0.202,2668,0.785,44,0.013
FL,LAKE,12,069,61799,0.410,87643,0.581,1369,0.009
FL,LEON,12,073,90881,0.613,55805,0.376,1667,0.011
FL,LIBERTY,12,077,942,0.287,2301,0.701,41,0.012
FL,MADISON,12,079,4176,0.479,4474,0.513,65,0.007
FL,MARION,12,083,66831,0.414,93043,0.577,1511,0.009
FL,OKEECHOBEE,12,093,4856,0.394,7328,0.595,140,0.011
FL,ORANGE,12,095,273665,0.587,188589,0.404,4105,0.009
FL,OSCEOLA,12,097,67239,0.619,40592,0.373,867,0.008
FL,PASCO,12,101,98263,0.460,112427,0.526,2883,0.013
FL,POLK,12,105,114622,0.461,131577,0.529,2484,0.010
FL,SUMTER,12,119,19524,0.323,40646,0.672,309,0.005
FL,SUWANNEE,12,121,4751,0.269,12672,0.719,206,0.012
FL,TAYLOR,12,123,2764,0.303,6249,0.685,107,0.012
FL,UNION,12,125,1339,0.248,3980,0.738,74,0.014
FL,WALTON,12,131,6671,0.234,21490,0.754,333,0.012
FL,WASHINGTON,12,133,2820,0.256,8038,0.731,141,0.013
GA,APPLING,13,001,1758,0.248,5233,0.739,92,0.013
GA,ATKINSON,13,003,930,0.320,1938,0.668,34,0.012
GA,BACON,13,005,791,0.201,3093,0.787,46,0.012
GA,BAKER,13,007,794,0.500,785,0.494,10,0.006
GA,BALDWIN,13,009,8483,0.523,7589,0.468,160,0.010
GA,BANKS,13,011,780,0.126,5354,0.865,59,0.010
GA,BARROW,13,013,6028,0.239,18725,0.743,433,0.017
GA,BARTOW,13,015,8396,0.235,26876,0.751,510,0.014
GA,BENHILL,13,017,2512,0.422,3396,0.571,44,0.007
GA,BERRIEN,13,019,1273,0.205,4843,0.781,84,0.014
GA,BIBB,13,021,38585,0.596,25623,0.396,482,0.007
GA,BLECKLEY,13,023,1269,0.259,3587,0.731,51,0.010
GA,BRANTLEY,13,025,939,0.156,4964,0.827,99,0.016
GA,BROOKS,13,027,3138,0.465,3554,0.527,50,0.007
GA,BRYAN,13,029,3707,0.276,9560,0.711,172,0.013
GA,BULLOCH,13,031,9593,0.399,14174,0.589,302,0.013
GA,BURKE,13,033,5405,0.553,4301,0.440,72,0.007
GA,BUTTS,13,035,2968,0.317,6306,0.673,100,0.011
GA,CANDLER,13,043,1157,0.328,2344,0.664,27,0.008
GA,CARROLL,13,045,12688,0.306,28280,0.681,563,0.014
GA,CATOOSA,13,047,5365,0.227,17858,0.755,434,0.018
GA,CHARLTON,13,049,1197,0.318,2527,0.672,39,0.010
GA,CHATTAHOOCHEE,13,053,729,0.489,735,0.493,26,0.017
GA,CHATTOOGA,13,055,2232,0.285,5452,0.697,138,0.018
GA,CHEROKEE,13,057,19841,0.202,76514,0.780,1758,0.018
GA,CLARKE,13,059,25431,0.633,13815,0.344,950,0.024
GA,CLAY,13,061,862,0.615,537,0.383,3,0.002
GA,CLAYTON,13,063,81479,0.848,14164,0.147,424,0.004
GA,CLINCH,13,065,852,0.345,1598,0.646,22,0.009
GA,COBB,13,067,133124,0.430,171722,0.554,5024,0.016
GA,COFFEE,13,069,5057,0.350,9248,0.640,144,0.010
GA,COLQUITT,13,071,3973,0.298,9243,0.694,108,0.008
GA,COLUMBIA,13,073,16451,0.279,41765,0.709,699,0.012
GA,COOK,13,075,2042,0.339,3935,0.653,51,0.008
GA,COWETA,13,077,15168,0.273,39653,0.714,723,0.013
GA,CRAWFORD,13,079,1706,0.332,3368,0.656,58,0.011
GA,CRISP,13,081,3167,0.428,4182,0.565,47,0.006
GA,DADE,13,083,1411,0.235,4471,0.743,135,0.022
GA,DAWSON,13,085,1241,0.121,8847,0.864,150,0.015
GA,DECATUR,13,087,4591,0.438,5824,0.556,69,0.007
GA,DEKALB,13,089,238224,0.779,64392,0.210,3292,0.011
GA,DODGE,13,091,2442,0.316,5214,0.674,77,0.010
GA,DOOLY,13,093,2285,0.532,1985,0.462,28,0.007
GA,DOUGHERTY,13,095,26295,0.694,11449,0.302,172,0.005
GA,DOUGLAS,13,097,28441,0.515,26241,0.475,565,0.010
GA,EARLY,13,099,2765,0.517,2557,0.478,31,0.006
GA,ECHOLS,13,101,173,0.157,917,0.832,12,0.011
GA,EFFINGHAM,13,103,4947,0.238,15596,0.750,248,0.012
GA,ELBERT,13,105,3181,0.391,4859,0.597,103,0.013
GA,EMANUEL,13,107,2927,0.362,5100,0.631,55,0.007
GA,EVANS,13,109,1268,0.356,2268,0.637,27,0.008
GA,FANNIN,13,111,2028,0.203,7857,0.785,127,0.013
GA,FAYETTE,13,113,19736,0.337,38075,0.650,726,0.012
GA,FLOYD,13,115,9640,0.294,22733,0.692,456,0.014
GA,FORSYTH,13,117,14571,0.178,65908,0.807,1203,0.015
GA,FRANKLIN,13,119,1499,0.193,6114,0.788,146,0.019
GA,FULTON,13,121,255470,0.643,137124,0.345,4661,0.012
GA,GILMER,13,123,1958,0.178,8926,0.810,134,0.012
GA,GLASCOCK,13,125,176,0.132,1135,0.851,22,0.017
GA,GORDON,13,129,3440,0.204,13197,0.782,249,0.015
GA,GRADY,13,131,3419,0.364,5924,0.631,50,0.005
GA,GREENE,13,133,3201,0.385,5071,0.609,51,0.006
GA,GWINNETT,13,135,132509,0.447,159855,0.539,4132,0.014
GA,HABERSHAM,13,137,2301,0.157,12166,0.832,155,0.011
GA,HALL,13,139,12999,0.212,47481,0.774,844,0.014
GA,HANCOCK,13,141,3308,0.809,769,0.188,11,0.003
GA,HARALSON,13,143,1789,0.172,8446,0.814,137,0.013
GA,HARRIS,13,145,4145,0.268,11197,0.723,145,0.009
GA,HART,13,147,2870,0.302,6517,0.686,116,0.012
GA,HEARD,13,149,948,0.227,3160,0.758,61,0.015
GA,HENRY,13,151,43761,0.479,46774,0.512,813,0.009
GA,HOUSTON,13,153,22702,0.391,34662,0.598,639,0.011
GA,IRWIN,13,155,1141,0.308,2538,0.684,30,0.008
GA,JACKSON,13,157,4238,0.179,19135,0.808,313,0.013
GA,JASPER,13,159,1845,0.306,4136,0.686,50,0.008
GA,JEFFDAVIS,13,161,1275,0.239,3996,0.749,65,0.012
GA,JEFFERSON,13,163,4261,0.584,2999,0.411,38,0.005
GA,JENKINS,13,165,1488,0.439,1887,0.557,15,0.004
GA,JOHNSON,13,167,1305,0.346,2440,0.647,27,0.007
GA,JONES,13,169,4274,0.353,7744,0.640,87,0.007
GA,LAMAR,13,171,2602,0.343,4899,0.645,91,0.012
GA,LANIER,13,173,1114,0.375,1820,0.612,38,0.013
GA,LAURENS,13,175,7513,0.383,11950,0.610,136,0.007
GA,LEE,13,177,3196,0.235,10314,0.757,110,0.008
GA,LINCOLN,13,181,1586,0.358,2807,0.634,33,0.007
GA,LONG,13,183,1442,0.379,2306,0.607,52,0.014
GA,LOWNDES,13,185,17470,0.447,21327,0.545,323,0.008
GA,LUMPKIN,13,187,2055,0.189,8647,0.793,196,0.018
GA,MACON,13,189,3211,0.672,1545,0.323,25,0.005
GA,MARION,13,193,1412,0.445,1733,0.547,25,0.008
GA,MCDUFFIE,13,195,4044,0.422,5475,0.571,70,0.007
GA,MCINTOSH,13,197,2864,0.452,3409,0.538,68,0.011
GA,MERIWETHER,13,199,4331,0.468,4856,0.524,76,0.008
GA,MILLER,13,201,852,0.307,1905,0.686,18,0.006
GA,MITCHELL,13,205,4081,0.493,4155,0.502,39,0.005
GA,MONROE,13,207,3785,0.308,8361,0.681,128,0.010
GA,MONTGOMERY,13,209,1135,0.296,2662,0.695,34,0.009
GA,MORGAN,13,211,2753,0.305,6186,0.685,88,0.010
GA,MURRAY,13,213,2542,0.227,8443,0.753,228,0.020
GA,MUSCOGEE,13,215,42573,0.603,27510,0.390,484,0.007
GA,NEWTON,13,217,21851,0.506,20982,0.485,393,0.009
GA,OCONEE,13,219,4421,0.248,13098,0.736,288,0.016
GA,OGLETHORPE,13,221,1914,0.306,4251,0.679,95,0.015
GA,PAULDING,13,223,15825,0.276,40846,0.712,704,0.012
GA,PEACH,13,225,6148,0.534,5287,0.459,78,0.007
