STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,BUSH_VOTES,BUSH_%,OTHER_VOTES,OTHER_%
IA,O'BRIEN,19,141,2330,0.301,5328,0.689,73,0.009
IA,OSCEOLA,19,143,934,0.286,2295,0.703,37,0.011
IA,PAGE,19,145,2211,0.294,5243,0.698,59,0.008
IA,PALOALTO,19,147,2482,0.478,2674,0.515,35,0.007
IA,PLYMOUTH,19,149,4278,0.35,7810,0.639,134,0.011
IA,POCAHONTAS,19,151,1822,0.422,2441,0.566,50,0.012
IA,POLK,19,153,105218,0.519,95828,0.473,1572,0.008
IA,POTTAWATTAMIE,19,155,16906,0.404,24558,0.587,356,0.009
IA,POWESHIEK,19,157,5043,0.5,4965,0.492,83,0.008
IA,RINGGOLD,19,159,1286,0.463,1466,0.528,26,0.009
IA,SAC,19,161,2215,0.412,3128,0.582,31,0.006
IA,SCOTT,19,163,42112,0.509,39958,0.483,642,0.008
IA,SHELBY,19,165,2355,0.353,4256,0.638,59,0.009
IA,SIOUX,19,167,2259,0.136,14229,0.859,82,0.005
IA,STORY,19,169,23296,0.522,20819,0.466,537,0.012
IA,TAMA,19,171,4487,0.499,4456,0.495,58,0.006
IA,TAYLOR,19,173,1252,0.392,1908,0.598,30,0.009
IA,UNION,19,175,2747,0.46,3165,0.529,66,0.011
IA,VANBUREN,19,177,1568,0.409,2211,0.576,57,0.015
IA,WAPELLO,19,179,9125,0.546,7403,0.443,179,0.011
IA,WARREN,19,181,10730,0.465,12160,0.527,163,0.007
IA,WASHINGTON,19,183,4595,0.43,5977,0.559,116,0.011
IA,WAYNE,19,185,1379,0.44,1733,0.553,21,0.007
IA,WEBSTER,19,187,9561,0.513,8959,0.481,111,0.006
IA,WINNEBAGO,19,189,2707,0.455,3175,0.533,70,0.012
IA,WINNESHIEK,19,191,5354,0.496,5324,0.494,106,0.01
IA,WOODBURY,19,193,21455,0.485,22451,0.508,289,0.007
IA,WORTH,19,195,2286,0.554,1795,0.435,42,0.01
IA,WRIGHT,19,197,2930,0.444,3631,0.55,42,0.006
KS,ALLEN,20,001,1922,0.327,3867,0.658,84,0.014
KS,ANDERSON,20,003,1295,0.335,2500,0.647,68,0.018
KS,ATCHISON,20,005,3120,0.438,3880,0.545,118,0.017
KS,BARBER,20,007,588,0.245,1782,0.742,33,0.014
KS,BARTON,20,009,2874,0.246,8666,0.74,166,0.014
KS,BOURBON,20,011,2216,0.331,4372,0.654,98,0.015
KS,BROWN,20,013,1268,0.287,3092,0.7,58,0.013
KS,BUTLER,20,015,7495,0.285,18438,0.702,347,0.013
KS,CHASE,20,017,418,0.278,1055,0.703,28,0.019
KS,CHAUTAUQUA,20,019,404,0.206,1529,0.78,27,0.014
KS,CHEROKEE,20,021,3726,0.376,6083,0.614,104,0.01
KS,CHEYENNE,20,023,320,0.189,1353,0.8,19,0.011
KS,CLARK,20,025,257,0.199,1014,0.785,20,0.015
KS,CLAY,20,027,793,0.198,3174,0.792,43,0.011
KS,CLOUD,20,029,1210,0.269,3221,0.715,72,0.016
KS,COFFEY,20,031,1093,0.248,3259,0.739,56,0.013
KS,COMANCHE,20,033,200,0.204,770,0.785,11,0.011
KS,COWLEY,20,035,4818,0.333,9407,0.651,222,0.015
KS,CRAWFORD,20,037,7617,0.461,8626,0.522,284,0.017
KS,DECATUR,20,039,355,0.204,1355,0.779,30,0.017
KS,DICKINSON,20,041,2364,0.269,6295,0.716,132,0.015
KS,DONIPHAN,20,043,1065,0.296,2491,0.691,47,0.013
KS,DOUGLAS,20,045,28634,0.571,20544,0.41,933,0.019
KS,EDWARDS,20,047,386,0.258,1084,0.725,26,0.017
KS,ELK,20,049,369,0.244,1119,0.739,27,0.018
KS,ELLIS,20,051,4033,0.331,7891,0.647,263,0.022
KS,ELLSWORTH,20,053,801,0.258,2259,0.728,42,0.014
KS,FINNEY,20,055,2351,0.237,7479,0.753,103,0.01
KS,FORD,20,057,2286,0.254,6632,0.736,98,0.011
KS,FRANKLIN,20,059,3921,0.342,7391,0.644,164,0.014
KS,GEARY,20,061,2531,0.345,4703,0.642,94,0.013
KS,GOVE,20,063,247,0.168,1196,0.815,24,0.016
KS,GRAHAM,20,065,334,0.232,1082,0.751,24,0.017
KS,GRANT,20,067,561,0.203,2169,0.786,28,0.01
KS,GRAY,20,069,408,0.182,1816,0.809,21,0.009
KS,GREELEY,20,071,138,0.188,584,0.795,13,0.018
KS,GREENWOOD,20,073,911,0.281,2282,0.703,51,0.016
KS,HAMILTON,20,075,229,0.203,888,0.786,13,0.012
KS,HARPER,20,077,727,0.248,2154,0.735,49,0.017
KS,HARVEY,20,079,5331,0.353,9534,0.631,245,0.016
KS,HASKELL,20,081,227,0.142,1356,0.848,16,0.01
KS,HODGEMAN,20,083,223,0.189,953,0.806,7,0.006
KS,JACKSON,20,085,2064,0.351,3730,0.633,94,0.016
KS,JEFFERSON,20,087,3253,0.37,5408,0.615,132,0.015
KS,JEWELL,20,089,385,0.201,1495,0.781,35,0.018
KS,JOHNSON,20,091,97866,0.378,158103,0.611,2718,0.011
KS,KEARNY,20,093,272,0.187,1177,0.809,6,0.004
KS,KINGMAN,20,095,904,0.24,2801,0.744,59,0.016
KS,KIOWA,20,097,256,0.164,1275,0.815,34,0.022
KS,LABETTE,20,099,3615,0.396,5400,0.591,124,0.014
KS,LANE,20,101,181,0.179,823,0.812,10,0.01
KS,LEAVENWORTH,20,103,11039,0.404,15949,0.584,343,0.013
KS,LINCOLN,20,105,391,0.217,1368,0.76,41,0.023
KS,LINN,20,107,1631,0.344,3048,0.643,62,0.013
KS,LOGAN,20,109,248,0.163,1255,0.824,20,0.013
KS,LYON,20,111,5234,0.389,7951,0.592,255,0.019
KS,MCPHERSON,20,113,3589,0.268,9595,0.718,183,0.014
KS,MARION,20,115,1536,0.249,4516,0.733,107,0.017
KS,MARSHALL,20,117,1789,0.35,3261,0.638,58,0.011
KS,MEADE,20,119,356,0.168,1748,0.824,17,0.008
KS,MIAMI,20,121,4838,0.345,9013,0.643,165,0.012
KS,MITCHELL,20,123,693,0.207,2609,0.779,47,0.014
KS,MONTGOMERY,20,125,4338,0.307,9598,0.68,180,0.013
KS,MORRIS,20,127,931,0.317,1961,0.668,44,0.015
KS,MORTON,20,129,276,0.175,1287,0.817,13,0.008
KS,NEMAHA,20,131,1355,0.248,4027,0.737,81,0.015
KS,NEOSHO,20,133,2424,0.335,4705,0.651,102,0.014
KS,NESS,20,135,382,0.21,1407,0.774,29,0.016
KS,NORTON,20,137,473,0.182,2092,0.805,34,0.013
KS,OSAGE,20,139,2537,0.34,4800,0.643,126,0.017
KS,OSBORNE,20,141,454,0.219,1587,0.765,34,0.016
KS,OTTAWA,20,143,595,0.2,2333,0.785,43,0.014
KS,PAWNEE,20,145,773,0.259,2172,0.727,43,0.014
KS,PHILLIPS,20,147,557,0.196,2256,0.792,34,0.012
KS,POTTAWATOMIE,20,149,2176,0.247,6326,0.717,321,0.036
KS,PRATT,20,151,1200,0.274,3121,0.712,63,0.014
KS,RAWLINS,20,153,289,0.168,1414,0.822,17,0.01
KS,RENO,20,155,9114,0.334,17748,0.65,462,0.017
KS,REPUBLIC,20,157,607,0.21,2238,0.775,44,0.015
KS,RICE,20,159,1130,0.258,3182,0.727,64,0.015
KS,RILEY,20,161,7908,0.378,12672,0.606,331,0.016
KS,ROOKS,20,163,534,0.197,2121,0.783,55,0.02
KS,RUSH,20,165,517,0.289,1226,0.685,46,0.026
KS,RUSSELL,20,167,810,0.23,2671,0.758,44,0.012
KS,SALINE,20,169,7524,0.327,15111,0.656,406,0.018
KS,SCOTT,20,171,347,0.151,1924,0.837,28,0.012
KS,SEDGWICK,20,173,64839,0.365,110381,0.621,2459,0.014
KS,SEWARD,20,175,1122,0.206,4272,0.785,45,0.008
KS,SHAWNEE,20,177,36264,0.445,44188,0.542,1125,0.014
KS,SHERIDAN,20,179,239,0.17,1144,0.814,23,0.016
KS,SHERMAN,20,181,632,0.229,2088,0.756,42,0.015
KS,SMITH,20,183,540,0.228,1803,0.761,27,0.011
KS,STAFFORD,20,185,506,0.231,1649,0.754,31,0.014
KS,STANTON,20,187,165,0.171,796,0.824,5,0.005
KS,STEVENS,20,189,310,0.137,1936,0.855,19,0.008
KS,SUMNER,20,191,3217,0.307,7092,0.676,179,0.017
KS,THOMAS,20,193,816,0.211,3007,0.777,47,0.012
KS,TREGO,20,195,434,0.257,1225,0.727,27,0.016
KS,WABAUNSEE,20,197,1001,0.278,2531,0.702,72,0.02
KS,WALLACE,20,199,112,0.128,742,0.847,22,0.025
KS,WASHINGTON,20,201,643,0.202,2498,0.783,49,0.015
KS,WICHITA,20,203,183,0.172,869,0.818,10,0.009
KS,WILSON,20,205,1060,0.241,3263,0.742,75,0.017
KS,WOODSON,20,207,530,0.301,1204,0.683,29,0.016
KS,WYANDOTTE,20,209,34923,0.654,17919,0.336,559,0.01
KY,ADAIR,21,001,1764,0.237,5628,0.756,55,0.007
KY,ALLEN,21,003,1923,0.268,5202,0.726,38,0.005
KY,ANDERSON,21,005,3141,0.328,6363,0.664,84,0.009
KY,BALLARD,21,007,1759,0.421,2389,0.572,29,0.007
KY,BARREN,21,009,5216,0.323,10822,0.671,102,0.006
KY,BATH,21,011,2608,0.53,2269,0.461,42,0.009
KY,BELL,21,013,4210,0.383,6722,0.611,70,0.006
KY,BOONE,21,015,12391,0.275,32329,0.717,362,0.008
KY,BOURBON,21,017,3198,0.389,4953,0.603,66,0.008
KY,BOYD,21,019,10132,0.465,11501,0.528,144,0.007
KY,BOYLE,21,021,4646,0.372,7764,0.622,80,0.006
KY,BRACKEN,21,023,1213,0.336,2363,0.655,34,0.009
KY,BREATHITT,21,025,3327,0.56,2542,0.428,75,0.013
KY,BRECKINRIDGE,21,027,2884,0.338,5580,0.655,56,0.007
KY,BULLITT,21,029,9043,0.316,19433,0.679,151,0.005
KY,BUTLER,21,031,1436,0.257,4109,0.737,33,0.006
KY,CALDWELL,21,033,2245,0.354,4066,0.64,38,0.006
KY,CALLOWAY,21,035,5728,0.378,9293,0.614,124,0.008
KY,CAMPBELL,21,037,14253,0.355,25540,0.636,379,0.009
KY,CARLISLE,21,039,1102,0.387,1734,0.609,9,0.003
KY,CARROLL,21,041,1688,0.433,2175,0.558,34,0.009
KY,CARTER,21,043,5577,0.502,5422,0.488,118,0.011
KY,CASEY,21,045,1174,0.186,5109,0.808,38,0.006
KY,CHRISTIAN,21,047,6970,0.332,13935,0.663,110,0.005
KY,CLARK,21,049,5661,0.37,9540,0.623,116,0.008
KY,CLAY,21,051,1901,0.247,5726,0.745,60,0.008
KY,CLINTON,21,053,952,0.219,3369,0.774,31,0.007
KY,CRITTENDEN,21,055,1438,0.343,2726,0.651,26,0.006
KY,CUMBERLAND,21,057,848,0.262,2356,0.727,35,0.011
KY,DAVIESS,21,059,15788,0.381,25372,0.612,323,0.008
KY,EDMONSON,21,061,1856,0.339,3595,0.656,30,0.005
KY,ELLIOTT,21,063,2064,0.698,871,0.295,22,0.007
KY,ESTILL,21,065,1907,0.342,3633,0.652,35,0.006
KY,FAYETTE,21,067,57994,0.462,66406,0.529,1176,0.009
KY,FLEMING,21,069,2406,0.388,3749,0.604,48,0.008
KY,FLOYD,21,071,11132,0.622,6612,0.37,141,0.008
KY,FRANKLIN,21,073,11620,0.481,12281,0.509,232,0.01
KY,FULTON,21,075,1340,0.464,1527,0.528,23,0.008
KY,GALLATIN,21,077,1188,0.387,1869,0.608,16,0.005
KY,GARRARD,21,079,1841,0.277,4784,0.719,33,0.005
KY,GRANT,21,081,2818,0.319,5951,0.674,55,0.006
KY,GRAVES,21,083,6206,0.382,9903,0.61,120,0.007
KY,GRAYSON,21,085,2905,0.286,7170,0.707,68,0.007
KY,GREEN,21,087,1312,0.252,3866,0.743,28,0.005
KY,GREENUP,21,089,7630,0.464,8696,0.529,109,0.007
KY,HANCOCK,21,091,1709,0.424,2286,0.567,34,0.008
KY,HARDIN,21,093,11507,0.316,24627,0.676,307,0.008
KY,HARLAN,21,095,4332,0.391,6659,0.602,79,0.007
KY,HARRISON,21,097,2807,0.363,4855,0.628,69,0.009
KY,HART,21,099,2470,0.364,4269,0.629,45,0.007
KY,HENDERSON,21,101,8101,0.433,10467,0.56,133,0.007
KY,HENRY,21,103,2366,0.364,4094,0.63,39,0.006
KY,HICKMAN,21,105,926,0.395,1395,0.596,21,0.009
KY,HOPKINS,21,107,6420,0.341,12314,0.654,109,0.006
KY,JACKSON,21,109,769,0.149,4369,0.844,40,0.008
KY,JEFFERSON,21,111,170158,0.504,164566,0.488,2626,0.008
KY,JESSAMINE,21,113,5476,0.295,12972,0.698,132,0.007
KY,JOHNSON,21,115,3288,0.353,5940,0.638,76,0.008
KY,KENTON,21,117,22834,0.34,43664,0.651,625,0.009
KY,KNOTT,21,119,4685,0.634,2648,0.358,61,0.008
KY,KNOX,21,121,3822,0.318,8108,0.674,98,0.008
KY,LARUE,21,123,1823,0.305,4111,0.689,34,0.006
KY,LAUREL,21,125,5297,0.238,16819,0.755,148,0.007
KY,LAWRENCE,21,127,2705,0.415,3755,0.577,53,0.008
KY,LEE,21,129,878,0.301,2018,0.691,24,0.008
KY,LESLIE,21,131,1266,0.255,3661,0.738,37,0.007
KY,LETCHER,21,133,4192,0.462,4801,0.53,72,0.008
KY,LEWIS,21,135,1667,0.304,3778,0.689,39,0.007
KY,LINCOLN,21,137,2796,0.315,5996,0.677,71,0.008
KY,LIVINGSTON,21,139,2007,0.426,2675,0.568,24,0.005
KY,LOGAN,21,141,3768,0.354,6815,0.64,61,0.006
KY,LYON,21,143,1769,0.451,2132,0.543,24,0.006
KY,MCCRACKEN,21,145,11361,0.381,18218,0.611,218,0.007
KY,MCCREARY,21,147,1530,0.269,4121,0.724,42,0.007
KY,MCLEAN,21,149,1823,0.411,2584,0.583,28,0.006
KY,MADISON,21,151,11525,0.375,18922,0.616,260,0.008
KY,MAGOFFIN,21,153,2843,0.497,2836,0.496,39,0.007
KY,MARION,21,155,3399,0.462,3905,0.531,50,0.007
KY,MARSHALL,21,157,6383,0.411,9049,0.583,89,0.006
KY,MARTIN,21,159,1504,0.331,2996,0.66,39,0.009
KY,MASON,21,161,2644,0.373,4381,0.619,54,0.008
KY,MEADE,21,163,3724,0.34,7152,0.653,75,0.007
KY,MENIFEE,21,165,1284,0.508,1215,0.481,29,0.011
KY,MERCER,21,167,3224,0.321,6745,0.673,59,0.006
KY,METCALFE,21,169,1472,0.354,2645,0.636,40,0.01
KY,MONROE,21,171,1158,0.198,4657,0.797,28,0.005
KY,MONTGOMERY,21,173,4506,0.44,5647,0.552,77,0.008
KY,MORGAN,21,175,2532,0.48,2682,0.509,58,0.011
KY,MUHLENBERG,21,177,6636,0.492,6749,0.501,94,0.007
KY,NELSON,21,179,6524,0.387,10161,0.603,159,0.009
KY,NICHOLAS,21,181,1332,0.435,1700,0.556,27,0.009
KY,OHIO,21,183,3627,0.362,6311,0.629,90,0.009
KY,OLDHAM,21,185,8080,0.298,18801,0.693,251,0.009
KY,OWEN,21,187,1615,0.341,3084,0.65,42,0.009
KY,OWSLEY,21,189,430,0.215,1558,0.779,11,0.006
KY,PENDLETON,21,191,1940,0.322,4045,0.671,40,0.007
KY,PERRY,21,193,5400,0.463,6187,0.531,68,0.006
KY,PIKE,21,195,14002,0.523,12611,0.471,157,0.006
KY,POWELL,21,197,2249,0.453,2687,0.542,24,0.005
KY,PULASKI,21,199,5829,0.228,19535,0.766,152,0.006
KY,ROBERTSON,21,201,413,0.379,670,0.615,7,0.006
KY,ROCKCASTLE,21,203,1320,0.214,4804,0.779,42,0.007
KY,ROWAN,21,205,4556,0.523,4063,0.467,87,0.01
KY,RUSSELL,21,207,1772,0.227,6009,0.768,40,0.005
KY,SCOTT,21,209,6325,0.371,10600,0.622,125,0.007
KY,SHELBY,21,211,5277,0.323,10909,0.669,127,0.008
KY,SIMPSON,21,213,2730,0.388,4273,0.607,40,0.006
KY,SPENCER,21,215,1970,0.289,4816,0.706,36,0.005
KY,TAYLOR,21,217,2979,0.289,7247,0.704,69,0.007
KY,TODD,21,219,1491,0.314,3242,0.682,21,0.004
KY,TRIGG,21,221,2046,0.335,4023,0.658,42,0.007
KY,TRIMBLE,21,223,1428,0.377,2332,0.615,30,0.008
KY,UNION,21,225,2398,0.401,3534,0.591,45,0.008
KY,WARREN,21,227,14326,0.361,25100,0.632,285,0.007
KY,WASHINGTON,21,229,1724,0.329,3479,0.664,33,0.006
KY,WAYNE,21,231,2616,0.34,5027,0.654,42,0.005
KY,WEBSTER,21,233,2304,0.415,3207,0.578,36,0.006
KY,WHITLEY,21,235,3985,0.292,9559,0.701,85,0.006
KY,WOLFE,21,237,1744,0.553,1385,0.439,26,0.008
KY,WOODFORD,21,239,4480,0.389,6937,0.603,85,0.007
LA,ACADIA,22,001,8937,0.354,16083,0.637,210,0.008
LA,ALLEN,22,003,3791,0.415,5140,0.563,193,0.021
LA,ASCENSION,22,005,13955,0.357,24661,0.631,484,0.012
LA,ASSUMPTION,22,007,5585,0.52,4966,0.463,184,0.017
LA,AVOYELLES,22,009,6976,0.449,8302,0.535,247,0.016
LA,BEAUREGARD,22,011,3666,0.276,9470,0.713,145,0.011
LA,BIENVILLE,22,013,3399,0.475,3612,0.505,146,0.02
LA,BOSSIER,22,015,12317,0.288,30040,0.703,348,0.008
LA,CADDO,22,017,51739,0.485,54292,0.509,564,0.005
LA,CALCASIEU,22,019,32864,0.412,46075,0.578,759,0.01
LA,CALDWELL,22,021,1384,0.291,3308,0.696,60,0.013
LA,CAMERON,22,023,1367,0.295,3190,0.688,83,0.018
LA,CATAHOULA,22,025,1673,0.338,3219,0.65,62,0.013
LA,CLAIBORNE,22,027,2854,0.43,3704,0.559,72,0.011
LA,CONCORDIA,22,029,3446,0.384,5427,0.604,107,0.012
LA,DESOTO,22,031,5026,0.443,6211,0.548,99,0.009
LA,EASTBATONROUGE,22,033,82298,0.448,99943,0.544,1401,0.008
LA,EASTCARROLL,22,035,1980,0.583,1357,0.4,58,0.017
LA,EASTFELICIANA,22,037,4091,0.445,5021,0.546,89,0.01
LA,EVANGELINE,22,039,5757,0.412,7949,0.569,273,0.02
LA,FRANKLIN,22,041,2828,0.311,6141,0.675,134,0.015
LA,GRANT,22,043,1977,0.247,5911,0.74,103,0.013
LA,IBERIA,22,045,12426,0.385,19420,0.602,427,0.013
LA,IBERVILLE,22,047,8259,0.557,6333,0.427,235,0.016
LA,JACKSON,22,049,2525,0.33,5038,0.659,84,0.011
LA,JEFFERSON,22,051,72136,0.376,117882,0.615,1645,0.009
LA,JEFFERSONDAVIS,22,053,4745,0.365,8055,0.619,207,0.016
LA,LAFAYETTE,22,055,31210,0.347,57732,0.642,981,0.011
LA,LAFOURCHE,22,057,14417,0.381,22734,0.6,713,0.019
LA,LASALLE,22,059,1155,0.185,5015,0.804,68,0.011
LA,LINCOLN,22,061,7242,0.398,10791,0.592,185,0.01
LA,LIVINGSTON,22,063,9895,0.224,33976,0.768,382,0.009
LA,MADISON,22,065,2334,0.499,2291,0.49,48,0.01
LA,MOREHOUSE,22,067,5336,0.411,7471,0.576,164,0.013
LA,NATCHITOCHES,22,069,7398,0.436,9261,0.546,307,0.018
LA,ORLEANS,22,071,152610,0.774,42847,0.217,1646,0.008
LA,OUACHITA,22,073,22016,0.342,41750,0.648,678,0.011
LA,PLAQUEMINES,22,075,4181,0.344,7866,0.647,106,0.009
LA,POINTECOUPEE,22,077,5712,0.507,5429,0.482,130,0.012
LA,RAPIDES,22,079,18904,0.35,34492,0.638,673,0.012
LA,REDRIVER,22,081,2140,0.454,2507,0.531,70,0.015
LA,RICHLAND,22,083,3082,0.356,5471,0.631,112,0.013
LA,SABINE,22,085,2743,0.286,6711,0.701,122,0.013
LA,SAINTBERNARD,22,087,9956,0.334,19597,0.657,285,0.01
LA,SAINTCHARLES,22,089,8856,0.372,14747,0.619,234,0.01
LA,SAINTHELENA,22,091,3173,0.576,2235,0.406,100,0.018
LA,SAINTJAMES,22,093,6407,0.577,4545,0.409,156,0.014
LA,SAINTJOHNTHEBAPTIST,22,095,10305,0.525,9039,0.461,273,0.014
LA,SAINTLANDRY,22,097,18166,0.494,18315,0.498,279,0.008
LA,SAINTMARTIN,22,099,10321,0.452,12095,0.53,408,0.018
LA,SAINTMARY,22,101,9547,0.421,12877,0.567,270,0.012
LA,SAINTTAMMANY,22,103,24665,0.245,75139,0.747,788,0.008
LA,TANGIPAHOA,22,105,15345,0.364,26181,0.621,609,0.014
LA,TENSAS,22,107,1469,0.496,1453,0.49,41,0.014
LA,TERREBONNE,22,109,13684,0.337,26358,0.65,532,0.013
LA,UNION,22,111,3089,0.288,7457,0.696,172,0.016
LA,VERMILION,22,113,9085,0.37,15069,0.614,398,0.016
LA,VERNON,22,115,4035,0.265,11032,0.724,162,0.011
LA,WASHINGTON,22,117,6554,0.367,11006,0.617,281,0.016
LA,WEBSTER,22,119,6833,0.37,11070,0.6,546,0.03
LA,WESTBATONROUGE,22,121,4932,0.455,5822,0.537,81,0.007
LA,WESTCARROLL,22,123,1231,0.245,3740,0.743,62,0.012
LA,WESTFELICIANA,22,125,2214,0.424,2932,0.562,72,0.014
LA,WINN,22,127,2056,0.316,4366,0.671,85,0.013
ME,ANDROSCOGGIN,23,001,30503,0.544,24519,0.437,1045,0.019
ME,AROOSTOOK,23,003,19569,0.519,17564,0.465,600,0.016
ME,CUMBERLAND,23,005,94846,0.582,65384,0.401,2732,0.017
ME,FRANKLIN,23,007,9458,0.548,7368,0.427,418,0.024
ME,HANCOCK,23,009,18048,0.545,14405,0.435,669,0.02
ME,KENNEBEC,23,011,35616,0.533,29761,0.446,1395,0.021
ME,KNOX,23,013,12690,0.546,10103,0.435,454,0.02
ME,LINCOLN,23,015,11351,0.513,10370,0.468,421,0.019
ME,OXFORD,23,017,16618,0.527,14196,0.45,732,0.023
ME,PENOBSCOT,23,019,40386,0.492,40257,0.491,1373,0.017
ME,PISCATAQUIS,23,021,4409,0.444,5299,0.533,232,0.023
ME,SAGADAHOC,23,023,11114,0.527,9507,0.451,475,0.023
ME,SOMERSET,23,025,13586,0.5,13004,0.478,604,0.022
ME,WALDO,23,027,11555,0.518,10309,0.462,454,0.02
ME,WASHINGTON,23,029,8391,0.485,8619,0.498,300,0.017
ME,YORK,23,031,58702,0.533,49526,0.45,1805,0.016
MD,ALLEGANY,24,001,10576,0.354,18980,0.636,299,0.01
MD,ANNEARUNDEL,24,003,103324,0.431,133231,0.556,3112,0.013
MD,BALTIMORE,24,005,182474,0.516,166051,0.47,4954,0.014
MD,CALVERT,24,009,15967,0.406,23017,0.585,367,0.009
MD,CAROLINE,24,011,3810,0.336,7396,0.651,150,0.013
MD,CARROLL,24,013,22974,0.29,55275,0.697,1100,0.014
MD,CECIL,24,015,14680,0.39,22556,0.599,438,0.012
MD,CHARLES,24,017,29354,0.504,28442,0.488,445,0.008
MD,DORCHESTER,24,019,5411,0.406,7801,0.585,127,0.01
MD,FREDERICK,24,021,39503,0.393,59934,0.596,1157,0.012
MD,GARRETT,24,023,3291,0.264,9085,0.728,108,0.009
MD,HARFORD,24,025,39685,0.352,71565,0.635,1478,0.013
MD,HOWARD,24,027,72257,0.54,59724,0.446,1829,0.014
MD,KENT,24,029,4278,0.461,4900,0.528,107,0.012
MD,MONTGOMERY,24,031,273936,0.66,136334,0.328,4955,0.012
MD,PRINCEGEORGE'S,24,033,260532,0.818,55532,0.174,2410,0.008
MD,QUEENANNE'S,24,035,7070,0.324,14489,0.665,235,0.011
MD,SAINTMARY'S,24,037,13776,0.363,23725,0.626,415,0.011
MD,SOMERSET,24,039,4034,0.449,4884,0.543,76,0.008
MD,TALBOT,24,041,7367,0.391,11288,0.598,209,0.011
MD,WASHINGTON,24,043,20387,0.352,36917,0.638,600,0.01
MD,WICOMICO,24,045,15137,0.404,21998,0.587,368,0.01
MD,WORCESTER,24,047,9648,0.382,15349,0.608,232,0.009
MD,BALTIMORE,24,510,175022,0.82,36230,0.17,2311,0.011
MA,BARNSTABLE,25,001,72156,0.546,58527,0.443,1465,0.011
MA,BERKSHIRE,25,003,47743,0.731,16806,0.257,742,0.011
MA,BRISTOL,25,005,147854,0.635,82524,0.354,2500,0.011
MA,DUKES,25,007,7265,0.727,2602,0.26,130,0.013
MA,ESSEX,25,009,194068,0.582,135114,0.405,4051,0.012
MA,FRANKLIN,25,011,25550,0.684,11058,0.296,773,0.021
MA,HAMPDEN,25,013,113710,0.609,70925,0.38,2004,0.011
MA,HAMPSHIRE,25,015,51680,0.694,21315,0.286,1427,0.019
MA,MIDDLESEX,25,017,440862,0.64,237815,0.345,10283,0.015
MA,NANTUCKET,25,019,3608,0.63,2040,0.356,76,0.013
MA,NORFOLK,25,021,199392,0.602,127763,0.386,3982,0.012
MA,PLYMOUTH,25,023,125178,0.537,105603,0.453,2516,0.011
MA,SUFFOLK,25,025,182592,0.759,54923,0.228,3130,0.013
MA,WORCESTER,25,027,192142,0.564,144094,0.423,4400,0.013
MI,ALCONA,26,001,2871,0.44,3592,0.55,68,0.01
MI,ALGER,26,003,2395,0.503,2318,0.486,52,0.011
MI,ALLEGAN,26,005,19355,0.359,34022,0.631,530,0.01
MI,ALPENA,26,007,7407,0.487,7665,0.504,139,0.009
MI,ANTRIM,26,009,5072,0.372,8379,0.615,168,0.012
MI,ARENAC,26,011,4076,0.496,4071,0.495,69,0.008
MI,BARAGA,26,013,1660,0.451,1977,0.537,47,0.013
MI,BARRY,26,015,11312,0.374,18638,0.616,322,0.011
MI,BAY,26,017,31049,0.544,25448,0.446,562,0.01
MI,BENZIE,26,019,4383,0.448,5284,0.54,111,0.011
MI,BERRIEN,26,021,32846,0.44,41076,0.55,749,0.01
MI,BRANCH,26,023,7004,0.39,10784,0.6,179,0.01
MI,CALHOUN,26,025,29891,0.477,32093,0.512,683,0.011
MI,CASS,26,027,9537,0.42,12964,0.571,196,0.009
MI,CHARLEVOIX,26,029,5729,0.405,8214,0.581,196,0.014
MI,CHEBOYGAN,26,031,5941,0.428,7798,0.562,148,0.011
MI,CHIPPEWA,26,033,7203,0.437,9122,0.553,163,0.01
MI,CLARE,26,035,6984,0.491,7088,0.498,154,0.011
MI,CLINTON,26,037,15483,0.41,21989,0.582,335,0.009
MI,CRAWFORD,26,039,3126,0.432,4017,0.555,92,0.013
MI,DELTA,26,041,9381,0.488,9680,0.503,177,0.009
MI,DICKINSON,26,043,5650,0.417,7734,0.571,165,0.012
MI,EATON,26,045,25411,0.456,29781,0.534,563,0.01
MI,EMMET,26,047,6846,0.394,10332,0.595,194,0.011
MI,GENESEE,26,049,128334,0.6,83870,0.392,1571,0.007
MI,GLADWIN,26,051,6343,0.48,6770,0.512,114,0.009
MI,GOGEBIC,26,053,4421,0.523,3935,0.466,96,0.011
MI,GRANDTRAVERSE,26,055,18256,0.395,27446,0.594,489,0.011
MI,GRATIOT,26,057,7377,0.424,9834,0.566,168,0.01
MI,HILLSDALE,26,059,7123,0.352,12804,0.633,289,0.014
MI,HOUGHTON,26,061,6731,0.425,8889,0.561,231,0.015
MI,HURON,26,063,7629,0.437,9671,0.554,166,0.01
MI,INGHAM,26,065,76877,0.578,54734,0.411,1442,0.011
MI,IONIA,26,067,10647,0.386,16621,0.602,350,0.013
MI,IOSCO,26,069,6557,0.468,7301,0.521,148,0.011
MI,IRON,26,071,3215,0.494,3224,0.495,72,0.011
MI,ISABELLA,26,073,12334,0.506,11754,0.482,302,0.012
MI,JACKSON,26,075,31025,0.432,40029,0.558,741,0.01
MI,KALAMAZOO,26,077,61462,0.513,57147,0.477,1174,0.01
MI,KALKASKA,26,079,3189,0.381,5084,0.607,107,0.013
